transaction_count,avg_send_amount,num_beneficiaries,frequency_variance,recency_days,segment
41,1566.506784641371,1,66.82639812387369,1,champion
4,113.9218178450449,4,52.2681227641161,80,at_risk
2,169.18589963927496,6,3.2179327833990357,87,at_risk
2,156.67779220400084,1,73.64436563710758,45,at_risk
9,472.3887026327606,3,77.87016193100418,23,stable
24,568.9864220807633,6,90.02295264477613,4,active
5,190.4201872210983,3,25.02179674890582,78,at_risk
29,410.8423760801142,1,24.45894052872776,5,active
26,1822.7783545549514,4,33.369909176650935,1,champion
11,369.20849766794834,1,70.6229171307992,6,stable
9,437.98945998222985,4,4.4486973138047725,1,stable
23,650.5114709714234,2,29.22315712169149,3,active
23,756.3784058612835,5,96.58069676386806,4,active
20,496.46546480226374,2,99.58539179874873,1,active
5,72.17262116658218,0,29.36279308479439,65,at_risk
2,98.11574806831418,2,85.21503168913011,63,at_risk
13,324.58741587401033,1,80.7948599740986,7,stable
4,194.38411030515832,2,98.77332649058445,53,at_risk
39,1607.8893196350805,0,91.85341840059004,1,champion
47,1939.072353962925,2,89.77711306942224,2,champion
20,431.0221061042841,1,6.403720491053011,6,active
31,667.9681262522677,2,51.4295349018657,6,active
12,499.5782320520747,1,16.019867952218892,27,stable
43,1996.8974725224455,2,73.63905758467362,1,champion
22,444.4188195610373,3,38.12030203222923,5,active
40,1351.7388472753062,1,76.30363311167643,2,champion
43,1980.20580736183,2,54.44228124050991,2,champion
11,306.84798126429365,2,59.46215551051601,14,stable
38,748.5585609646303,5,58.98803711196867,1,champion
12,221.71780353692156,1,91.86679209051644,19,stable
19,767.2620746332713,2,29.269573348167555,6,active
10,334.83136914429053,2,97.31870983852414,1,stable
14,251.43380813897207,2,17.289603131554088,15,stable
45,839.3707519634164,3,94.33064545039807,1,champion
8,452.92421747159534,0,51.01797442515695,10,stable
39,1714.9353590981893,2,40.867420365296866,2,champion
21,659.8326404240898,1,4.656503615108798,5,active
19,544.2241884719547,1,70.1044684325622,3,active
29,1395.5281230277874,0,95.29544178295501,1,champion
2,61.873967996289835,3,31.58409223214863,75,at_risk
21,452.395708409008,4,90.54964987983006,6,active
8,197.14663370227103,3,13.544629575553202,79,at_risk
3,99.9553207707606,2,65.0416189726572,50,at_risk
2,104.10943672362365,2,90.90798388226041,32,at_risk
46,990.4578416788448,3,17.673270150328403,2,champion
40,534.8681307150739,2,6.986067933448615,2,champion
10,383.90968181896835,2,53.6872327536993,27,stable
2,160.31168506075628,2,95.45841461294177,83,at_risk
10,439.1029173892446,3,1.4307805889406167,27,stable
19,594.90290521446,5,10.57132822521013,2,active
0,177.62036106473943,1,21.555586934910476,87,at_risk
4,65.01086162437353,2,83.90123096884827,61,at_risk
9,425.5889990534283,3,10.471548860767532,15,stable
19,497.3830120008721,2,89.17061903106286,4,active
24,448.8573670514825,2,0.8684839860283788,1,active
20,331.7582207909921,1,83.04581517835172,1,active
19,772.0944618276401,1,53.66449538682353,1,active
10,380.80912983445234,2,96.54406990968633,15,stable
14,269.29662337767434,3,90.38004596211458,19,stable
3,63.28882528086497,0,84.14127002743122,71,at_risk
48,1195.8667601595853,3,7.322660092495803,1,champion
9,434.42950122713034,1,68.76698985257751,7,stable
21,489.7562882094813,0,28.566040358024413,2,active
41,1078.618345352005,1,6.835257256965333,1,champion
16,771.3701088338682,1,82.26454661716177,6,active
11,289.6728963251107,3,32.61199031331952,5,stable
4,494.61232145014833,1,38.21152585177746,8,stable
30,506.5906182202154,2,87.76641607224953,2,champion
3,176.82602445647225,0,31.42195968852527,51,at_risk
3,134.72808281147945,2,12.160615398706408,86,at_risk
11,244.98242510002635,2,96.07806368686862,23,stable
19,536.081433298468,1,82.31717335349107,4,active
11,310.8501868610633,0,25.58083476841465,17,stable
20,794.2612891442742,4,71.66764017584889,1,active
20,372.5171707706654,3,76.61474840057703,1,active
1,129.510952717978,2,62.283578665883745,74,at_risk
28,658.8640881968182,2,9.081996334780806,5,active
7,282.4271545111575,2,54.43034098050775,12,stable
17,258.7560239074906,3,20.02556181198608,10,stable
36,1379.4286990528965,1,50.77009029901928,2,champion
36,1779.958319411102,2,53.20791261533693,1,champion
32,967.2411272269877,5,99.44334859863797,2,champion
32,517.639467148848,6,72.99969141151703,5,active
28,1096.3538658295154,3,90.5435495903736,1,champion
41,939.7817863000528,3,58.99905109514682,2,champion
23,760.7021230301622,5,25.448052660168553,4,active
14,267.6242278535128,2,0.6234568605240964,22,stable
29,763.8856348442789,1,33.98307220927252,3,active
13,743.3185281741103,1,41.62515004684505,3,active
7,408.61172546085305,2,8.20133280969062,29,stable
13,446.15637292042686,1,6.244846015218075,22,stable
20,790.8697759186186,5,35.52241913456762,6,active
35,1801.854863792157,1,39.94971342488035,1,champion
35,753.8199139959539,7,33.77407383693205,1,champion
9,293.2889805686222,2,51.8487005804588,3,stable
2,110.8728437402141,1,73.58065400048372,36,at_risk
1,64.6654050635729,1,9.815502430412193,30,at_risk
10,286.22244568078804,1,22.154532335645072,12,stable
24,631.060457712713,1,60.156044292943534,5,active
40,548.0210477708632,1,4.600962243556506,1,champion
5,155.26910773701655,3,36.73139139230172,75,at_risk
10,232.95080817871604,3,13.237672341252448,25,stable
11,285.1094622788062,2,14.85263388086292,16,stable
48,1061.8913074911598,1,65.69810812246776,1,champion
6,443.7148071839226,2,28.81708193562219,26,stable
19,550.051046318348,1,40.72268799364175,4,active
36,1217.2085266641257,1,84.94260779487733,2,champion
41,1965.7959235491262,3,68.77872593701801,1,champion
10,438.76930972648506,1,67.34401738988808,28,stable
28,765.975546176276,0,58.68343029668811,6,active
12,231.5610206115777,1,24.893000649626252,1,stable
3,64.35433935892355,3,84.89567216825272,46,at_risk
38,1366.4842787811792,2,99.37703040944605,2,champion
16,756.8025473914176,1,24.571431226209917,5,active
44,955.9198889134384,2,57.202921761165726,1,champion
29,307.20337638848093,2,77.44428389617983,6,active
14,265.3495580978507,4,16.03478764269778,18,stable
46,883.0287736156665,1,69.97248382167436,2,champion
43,761.5258912167732,1,93.22916124941307,1,champion
42,1040.3605726312744,1,62.251890698336645,1,champion
15,595.1257356657683,6,2.4739666468447052,2,active
15,503.4121155045429,1,24.42845552657127,2,active
7,176.24696155641843,1,50.77235906232185,52,at_risk
18,707.9264306451831,3,34.13130896688822,1,active
17,624.4383029731583,4,42.43685078849102,3,active
3,166.16683256558287,3,5.750228066009766,43,at_risk
20,594.6966769983475,5,46.55152823554369,3,active
22,735.8035037854085,4,46.51750967712377,6,active
41,509.38475969924355,2,32.75810154302472,1,champion
41,1100.0631244480744,2,3.9468499783497424,1,champion
20,435.83970122710156,1,80.36686157143579,3,active
29,375.30382275226776,1,37.00497311825942,3,active
17,373.5026119737755,3,29.380556687492422,2,stable
2,160.89266366672626,1,2.3792793361930964,54,at_risk
2,146.53518586883544,3,35.755054162072064,43,at_risk
2,61.212132464254296,1,13.138038224072224,43,at_risk
0,85.08990265960803,3,80.33683465706916,80,at_risk
7,432.0858417967475,5,72.96961003213923,6,stable
4,131.84676924545235,2,7.666136683316848,75,at_risk
50,712.4722246311543,3,12.704813282939732,1,champion
9,465.4305153220459,4,47.034929321516294,5,stable
60,1323.0728292978508,0,33.09577086751566,2,champion
25,762.4237828241563,3,48.71257454881096,2,active
6,379.4094864418197,1,50.99222809450686,18,stable
5,184.33369541963188,2,87.89047764483989,43,at_risk
24,500.5900741669906,2,55.924117064783616,5,active
17,312.28839332142434,5,46.093667022720155,5,active
22,532.9883258450581,2,82.66759847254568,5,active
16,228.1363402157517,0,23.370717037483978,29,stable
28,573.026403108811,3,80.3159485829014,3,active
15,259.8518151687646,0,52.37894297679981,9,stable
11,478.16274881455905,4,39.62011520521107,21,stable
8,217.33983783137995,2,10.218458162260912,27,stable
11,331.79630742033396,2,94.21037902431539,16,stable
20,508.0931400243908,1,99.80021242331577,3,active
52,1120.501782220671,2,94.52291491802961,2,champion
10,300.568583503788,4,77.54647702927679,5,stable
8,283.2992019518588,2,19.027541535716928,10,stable
13,400.11020397621274,2,11.16237525003495,1,active
12,287.90665999305617,4,46.97072838383703,14,stable
6,202.27503972082158,2,10.383065954843108,6,stable
44,1376.723262495838,2,26.214930686876393,2,champion
24,567.5404635038607,2,33.139584312403,6,active
42,714.1956944700211,2,96.7569084453777,2,champion
9,290.96702957455415,2,93.60998639393453,14,stable
42,1058.773726642053,3,36.60579598920927,1,champion
9,407.91095158121414,3,26.347512308335975,2,stable
2,71.84820250797745,3,57.043514722387,59,at_risk
5,243.96634953383898,0,98.83537609309715,23,stable
17,405.3509964339451,2,41.93195176278526,4,active
3,166.95938401584257,0,74.09255876481357,43,at_risk
23,555.8776948821057,2,97.37087410404948,6,active
11,450.14654565164017,2,43.824376865080175,8,stable
4,106.77730426518328,2,89.74144871578518,38,at_risk
1,89.08014862971137,2,52.0117135645408,69,at_risk
5,369.18804184497174,5,68.50904035306684,3,stable
34,1671.4319084999174,2,78.5552780576207,1,champion
45,1200.992601550944,3,20.04043205246967,2,champion
8,357.17276002802527,2,99.054683190006,12,stable
22,405.39630285321425,4,85.09422899898323,5,active
19,772.0120123169456,2,42.16533486623633,1,active
0,166.88027524110473,2,63.6572041763407,65,at_risk
43,1920.059094030271,3,11.577816982432932,1,champion
6,375.60396229270583,2,92.29918395762579,27,stable
27,311.42726446196906,1,43.14581489601957,2,active
11,256.8965438621595,2,64.18539998292964,19,stable
42,1053.6434887959533,2,80.92504746330673,2,champion
7,246.46536869521233,0,42.59951394373112,2,stable
10,232.19624438549627,1,51.59004030842198,10,stable
13,252.46075399534078,0,29.535831792721424,27,stable
12,416.77464026141064,2,50.37785718519871,24,stable
23,726.5044010770947,2,49.25844536735844,6,active
4,66.31225652388457,2,31.03382434271961,46,at_risk
11,345.61979175367844,3,77.78518104042685,15,stable
40,580.3484632308089,2,67.87986992715406,2,champion
39,1820.893109576416,0,61.13368451383673,1,champion
5,165.72677523598153,3,3.1664363425408903,88,at_risk
1,176.7422651784341,4,19.173250648798902,57,at_risk
10,200.06536615806328,5,3.7486565603657596,2,stable
1,50.91529789003046,2,4.9078245862471785,56,at_risk
10,235.92806044894203,2,41.781138842184795,18,stable
12,415.01445921347243,1,86.54173891216655,19,stable
3,166.21905963696204,2,3.5251267886183713,58,at_risk
25,447.06006575736535,1,58.682178085045955,1,active
3,109.33805310013837,5,18.23514423963778,75,at_risk
15,538.019754901651,1,25.78308770966522,3,active
4,78.77005397960971,4,19.12363589464453,59,at_risk
3,82.23389873960437,1,34.955026513490765,45,at_risk
20,350.761836542343,1,48.631405150815674,1,active
8,262.4160976289721,1,15.769885151468287,3,stable
43,1023.2014925346726,3,27.47977239342978,2,champion
12,469.7787247288797,0,4.579972605702842,27,stable
11,267.04684511202333,0,13.168385460945009,19,stable
7,323.1533713792628,2,89.37907219661665,1,stable
38,1701.2080127693198,2,11.533236411334736,1,champion
6,347.9954695510965,4,52.95065288262689,25,stable
24,510.7330006358841,2,94.71777084642424,5,active
35,1520.6064190775364,0,75.63017542189408,1,champion
9,279.28850438295973,4,82.14984114496117,18,stable
57,1484.2224029128563,3,80.06444397577422,1,champion
26,526.2327259735789,1,95.3473821535561,3,active
26,426.0269397273597,3,8.087372720287245,6,active
15,370.4947565320244,1,83.60110099877852,20,stable
7,316.2815708505273,3,66.11521856707066,1,stable
2,138.65254427185647,1,80.94642192351559,69,at_risk
2,193.15060626938364,4,60.55161493557625,79,at_risk
7,423.86273324857456,2,68.37414970912377,12,stable
2,140.36595681428835,2,67.87388553187878,32,at_risk
4,77.78371293448083,2,54.80463825400267,54,at_risk
21,319.2930279812511,3,25.599279317566513,6,active
14,368.32892155765944,1,11.011147759381434,10,stable
1,86.10593006209092,1,88.07593108603157,84,at_risk
24,311.42049410552727,3,24.57801715745682,1,active
32,1255.0485574926572,3,26.26519551218307,1,champion
1,125.97028947159377,0,7.038052927371141,89,at_risk
11,384.8945398365847,1,95.3298501069202,5,stable
3,58.317196536907865,0,95.86903131231011,56,at_risk
41,695.1634316049211,4,87.00313894835152,1,champion
42,721.3935357839362,5,64.08744003503811,1,champion
38,500.0431099908686,1,2.846489339496694,2,champion
6,122.9682081758247,2,73.45677285345641,63,at_risk
4,79.01368542773484,3,96.45188361925109,75,at_risk
1,178.88588268213678,2,6.512930003569228,34,at_risk
15,381.83071359728507,3,87.0852488184521,27,stable
2,118.06711132973547,1,96.81271000750871,60,at_risk
3,139.76714726873413,5,13.82913237379395,66,at_risk
37,1923.5761296508456,0,88.65594542728581,2,champion
31,1479.9455390909748,4,70.2385665257842,2,champion
4,58.151698551459155,1,10.37570683501462,47,at_risk
2,159.78876671509764,0,90.66028983202251,82,at_risk
38,526.062035486208,3,22.72469975722713,1,champion
3,78.55117668904704,1,99.3648066640816,76,at_risk
44,1894.04399198512,1,79.90883029565455,2,champion
43,562.1883060939205,2,50.624246323733104,2,champion
10,233.4391933338852,1,43.06911538886964,10,stable
2,180.75766686528576,0,21.123082679838745,59,at_risk
44,941.3358001411814,2,30.295791907008596,1,champion
14,438.7933000051094,1,49.799529030439025,17,stable
4,94.2018335014077,2,90.57928712390056,89,at_risk
3,95.51112390349124,4,7.760512877389103,64,at_risk
14,463.5106590035123,4,56.17071843695324,25,stable
2,66.72008648618399,1,87.13638822600419,32,at_risk
21,686.4088149634952,1,6.055510866951808,2,active
18,427.379460663582,1,98.19769335108886,4,active
3,159.31036675296025,2,14.05988474589659,70,at_risk
3,91.0555940858643,1,24.773976734804904,39,at_risk
1,81.15116815079352,4,0.2752301245348421,36,at_risk
44,1907.6091353168724,2,90.54469845972271,1,champion
6,370.64911760791335,2,49.96129170712693,8,stable
10,467.83689621565645,2,14.98907964966767,1,stable
17,314.4737492087447,2,40.38352253366869,5,active
16,398.0053739017727,3,38.62071827670298,26,stable
7,241.74968854463768,1,16.08944872731182,10,stable
20,315.05555417845335,0,79.37628647196372,2,active
2,146.74791213100187,0,20.794264305834343,41,at_risk
10,663.7596494284898,2,26.317807276946702,4,active
24,742.9351537067727,2,37.12519510106467,3,active
43,1490.7903670545597,3,24.258690856096067,2,champion
41,1793.4566263507238,2,86.6336554096809,1,champion
19,447.934611046129,4,46.633893839466914,1,active
24,681.4171526558052,3,17.62131217059525,6,active
36,858.5297821075436,0,96.72761942342376,2,champion
11,266.70679586662726,0,97.52084460259758,26,stable
16,708.9779911828263,1,33.975798184410756,6,active
22,750.5563289118353,1,7.652683397411398,6,active
29,607.9350741971841,1,51.3582569381584,1,champion
29,1822.833756258687,1,41.290286973367344,2,champion
3,60.383124773677984,3,32.57219577681223,32,at_risk
25,372.8051244520376,4,9.20427261715382,6,active
23,442.52652179312685,2,2.812983393450952,2,active
30,1461.0576880134274,1,74.03343692118148,2,champion
8,247.0159458990726,2,66.14625061600086,11,stable
13,231.19831763128244,1,0.7052438281013429,1,stable
2,157.33019825386103,0,94.1754614943424,53,at_risk
9,443.5436346300838,4,3.6526536920568287,7,stable
38,738.012707519377,0,90.53574006647264,2,champion
42,842.8120101989405,2,79.70873965421805,1,champion
50,606.88768713155,2,86.35244843319974,1,champion
1,120.89685125488293,4,14.267990285381781,89,at_risk
5,139.6621657629827,3,36.65560446430488,39,at_risk
7,448.4149034387426,3,45.245936627159075,3,stable
18,764.8049620175001,3,83.0628661366903,1,active
19,630.651654838006,3,99.27244290024349,6,active
41,1714.3991082643852,2,27.78030166870088,2,champion
6,111.7618602353862,0,92.36765911151012,65,at_risk
10,433.8543969913232,2,82.60680198134219,20,stable
17,335.01376944926454,0,66.62051825887201,5,active
12,467.5145090014704,3,25.13972288470837,23,stable
2,52.09928979665965,5,7.962877842244165,54,at_risk
13,478.7744780828061,4,70.22085487363708,6,stable
10,461.1462940210893,3,56.54990934705236,21,stable
3,150.96478736717825,1,18.33036210377249,62,at_risk
19,330.97215456420633,0,59.257052605525104,3,active
24,688.6827607856869,1,47.09178283868839,5,active
1,158.4598112251183,1,27.31382798759041,35,at_risk
8,405.06173911471456,1,67.00473699840576,16,stable
10,438.2770551903194,0,36.39243278396116,23,stable
17,409.54233784763255,0,58.565916588077904,22,stable
38,728.4489295865088,5,26.7241424085802,1,champion
1,180.18879028085584,2,50.21854757987717,42,at_risk
13,286.7992510569481,1,88.48302800499147,4,stable
53,1288.8003410076283,4,2.1198283602723245,1,champion
18,648.9765584026637,3,93.27782567950837,3,active
4,73.47177273595416,1,64.3743462747503,41,at_risk
14,323.4781291299995,2,15.913022104016594,16,stable
22,688.0221835585044,2,37.271725905031246,4,active
47,1521.6421446971738,0,54.83503545543371,1,champion
13,308.7732030445628,0,71.88742977993371,9,stable
6,166.7714335609745,3,56.52200314702419,76,at_risk
18,636.615604700156,1,11.534028578477717,2,active
18,383.9227158150239,2,19.213678651612643,6,active
19,517.8670150036671,5,13.897720223886667,6,active
29,1928.7952076114072,6,34.64416687604568,1,champion
15,570.3381058793451,4,62.95936897559834,1,active
15,335.8168482210694,1,17.712721191554515,5,active
1,187.69851979697788,1,27.01691443479055,55,at_risk
25,1482.4121623858987,5,56.10509105546144,2,champion
19,713.9016355322674,0,3.8307340970414994,2,active
44,1012.9674952477386,2,13.551743238897728,1,champion
23,461.32836932189866,2,88.74392814826518,6,active
4,74.02215822938223,4,48.107603882880355,51,at_risk
49,756.0868327330254,4,18.894644083714105,1,champion
26,713.339580068785,1,93.10317232664343,6,active
29,1924.4776283643382,2,56.871551388701214,1,champion
14,407.8333016756352,2,6.914202884526988,6,stable
43,1701.227380026886,3,99.03316546941082,2,champion
44,863.7040577966195,1,92.78564360532056,2,champion
1,170.93323793239594,3,29.894857832609855,60,at_risk
5,75.00583456142432,2,0.7003011133192238,48,at_risk
22,361.40665984830656,2,67.38254675590501,4,active
55,1451.4453812661172,0,69.9481299172896,2,champion
15,701.7580479094275,3,58.180412177101395,2,active
24,524.0555812490343,2,7.227370288664181,2,active
2,119.45056785136082,4,65.37585034201786,86,at_risk
31,661.4654816090695,2,62.6797035465939,5,active
36,1116.33276045473,1,97.26022478001317,2,champion
9,132.83619627229342,3,41.994357730936,62,at_risk
24,391.7129866299197,1,94.66492207621475,6,active
10,201.00887343472473,1,97.03404160863249,5,stable
45,1507.4210589322688,4,75.11091278965309,2,champion
40,1504.2595007905736,0,72.37717916889255,2,champion
23,558.8222640973016,2,18.242683690563545,3,active
16,595.6929068914856,5,3.8039293906347638,4,active
28,670.5868286928084,2,25.761496070629587,5,active
29,1549.3587699494622,2,11.038603671300596,1,champion
3,98.22255144479585,2,57.98883597733414,74,at_risk
10,362.8317663995629,2,32.42439209135336,13,stable
8,243.02573324478658,2,27.64935910716815,26,stable
38,1525.4982452236893,0,62.69529135158839,1,champion
12,389.88409467720896,2,59.87122030815982,19,stable
10,276.67874863139366,1,50.83028010909035,3,stable
40,1047.4430962275278,0,53.092526171656104,2,champion
43,1499.5791246964325,1,51.529377507432905,2,champion
18,607.7040114807702,0,55.55369262773181,1,active
14,548.741657160816,2,75.03867578889086,3,active
50,965.4261711838716,1,77.22235232355689,1,champion
35,1450.898700194307,2,46.38359900347607,1,champion
44,1724.676214285208,1,11.128973689343692,2,champion
43,1109.5087248100242,4,61.16668918509682,2,champion
18,651.5900173129543,1,9.349350568045367,3,active
8,488.76266920177426,2,62.92592621104082,17,stable
6,336.5342724326543,2,3.5701454158901913,12,stable
22,687.1291896225435,2,21.974677378465646,1,active
11,442.8812072648258,0,84.54567755541332,26,stable
4,112.8143493816802,2,14.554246105376867,31,at_risk
2,155.7453101493666,6,93.22138094161936,52,at_risk
42,1302.4190766891097,2,36.76202121299541,1,champion
44,1841.0446177351691,1,52.742569458926155,2,champion
39,657.4297520238873,2,35.547750643048126,1,champion
1,119.13000533686927,2,26.733692451235214,52,at_risk
39,1126.2991049657385,0,65.96338775210828,2,champion
21,647.8364557233914,1,32.58647553625589,4,active
30,1488.7757535015105,3,48.94025080094011,2,champion
9,268.1850411209199,1,20.00307894352452,16,stable
43,1627.268945209263,3,63.13857506552903,2,champion
47,1794.0864494050425,1,7.452044037465477,2,champion
49,669.1681048088536,2,65.57530287635218,1,champion
38,1295.8999687083856,5,20.772032318484325,2,champion
4,135.0158056028916,2,89.17604478406294,44,at_risk
42,1911.1625290973009,3,5.131764292187924,1,champion
2,99.1416399534295,3,32.011242353823945,42,at_risk
3,238.4671916930655,2,33.57136438544992,26,stable
35,526.9107525247771,0,78.96876444204085,1,champion
3,177.32313939870514,1,12.17835695494034,74,at_risk
29,679.370653962264,0,9.829959160061751,1,champion
7,382.89882917781506,2,73.53169968906916,5,stable
19,592.5964800917385,1,66.13729692604124,5,active
19,757.3966060986294,1,77.78443853845268,1,active
21,526.7470607476308,3,75.77574495944273,1,active
3,117.2035895729817,0,61.83692430721073,41,at_risk
30,560.2387399655913,0,40.77200888205332,2,champion
6,328.2924551186516,4,99.04018173994089,1,stable
4,110.18692443379577,1,61.52171103129306,32,at_risk
23,439.26822590890356,2,57.64795758062614,4,active
7,400.9677943052303,1,81.16902230995322,26,stable
4,81.78354585359348,1,43.938121801105545,79,at_risk
4,106.38429059048772,5,69.55018158799555,73,at_risk
4,115.52282147833583,1,40.19952101536614,45,at_risk
27,1819.1164258388064,2,36.65091251905628,1,champion
3,56.18617020771208,2,38.448863816388176,67,at_risk
23,320.313982396299,0,68.55655013268347,6,active
9,395.73123815259277,0,89.70492354355554,28,stable
9,241.91949404289437,1,38.18844919421088,25,stable
26,560.5934351072644,0,14.28958907824569,1,active
10,262.5660046123154,1,76.40225135454895,17,stable
41,504.7166251413006,3,12.78202630958809,1,champion
6,330.4145380642187,3,90.64140609538522,6,stable
10,214.27955168158024,1,41.580963372401136,21,stable
26,353.03691178046796,1,53.75744085923596,5,active
36,1387.5564980660613,3,44.1929948912128,2,champion
25,460.8317586844918,3,38.119617543880366,3,active
40,976.1923373967429,2,50.5090405471053,1,champion
51,1840.1013760219894,3,2.3993380244929807,2,champion
33,941.8570312418893,2,3.6886016951581446,2,champion
8,335.7656458895872,1,1.5145110692308172,25,stable
41,521.0848562715473,2,90.03227981707703,1,champion
4,79.29147425960582,3,88.54095588422875,43,at_risk
4,76.14659772019598,0,33.580219147661005,41,at_risk
10,402.6660716104103,2,21.845028692311065,6,stable
41,727.9642029543122,4,52.536788880811805,2,champion
2,110.62255469459468,1,82.42381230973899,88,at_risk
2,67.04711364109438,4,0.986022579609025,55,at_risk
0,106.98022346899722,0,80.0796228401601,86,at_risk
14,795.7432588684121,3,75.86792511072031,5,active
9,368.2214012335635,1,78.99432577008612,22,stable
2,134.25829929026526,4,43.838763156322194,32,at_risk
36,1098.4388194615178,4,93.78599388436135,1,champion
24,392.3214885948105,0,38.20451190119384,2,active
3,97.46198298717279,3,87.51655762900337,68,at_risk
2,128.0874134797673,3,17.29502021255176,70,at_risk
2,173.7293882248314,5,43.4497197187968,44,at_risk
2,116.45099951553951,2,21.710880663476885,35,at_risk
37,963.5171005774372,0,68.22407218011833,2,champion
27,451.5000645528826,3,96.43881310146189,1,active
18,782.4034846073064,1,86.22839724118313,4,active
10,460.6643632336107,4,10.413534056227626,23,stable
19,494.55253554182923,1,65.65958786426765,2,active
46,1170.973595692621,5,56.61779663327885,1,champion
10,265.53891681125367,1,75.80590942793329,19,stable
25,427.6350595457501,1,2.9099807957314705,1,active
31,1078.8867755596473,0,14.089274772327764,1,champion
5,87.48440395556047,3,64.79960210170381,54,at_risk
12,472.80368247838305,0,52.088239914289126,20,stable
2,122.25088315129817,1,63.40735763762934,56,at_risk
39,852.9508627929827,1,89.34558076919798,1,champion
12,323.62620171730305,2,39.6498883871082,7,stable
2,94.44381707322255,2,2.18600424889116,52,at_risk
2,185.5827526427289,6,27.048954619038636,74,at_risk
4,160.7890803153769,2,78.64597979019179,40,at_risk
36,1048.1704667904676,2,75.33298408035294,2,champion
37,737.7920816275109,1,27.769824035110034,1,champion
7,364.3118605073422,3,16.201719225629276,1,stable
44,1266.427553428913,1,61.41329167223333,2,champion
4,170.57566081247495,4,39.337023354871526,75,at_risk
14,474.85673281582444,2,96.19763471400388,5,stable
46,626.2301849893449,4,12.620869992934791,1,champion
2,192.42025146472795,2,10.618590001582561,62,at_risk
14,406.3905892746404,3,21.774710832673204,2,stable
44,1822.4634374382,1,13.938892071782405,1,champion
20,406.4283813677622,4,71.07424578259153,6,active
40,1367.7719181422913,2,70.33526355009559,1,champion
43,1694.0935563741052,2,99.35471755907935,1,champion
41,1179.8620277100288,2,16.004867065164806,1,champion
29,543.6144039559337,2,86.62555195118723,2,active
16,354.82871579455974,1,30.560666916352364,1,active
6,294.77496830692087,1,16.03350729145522,6,stable
20,430.4978791688023,3,69.56835590086033,5,active
14,432.66184711921125,2,67.19129532808442,18,stable
5,156.4202605080211,2,25.52658879960763,80,at_risk
17,578.3243726115784,6,49.727916212320814,6,active
9,473.68835085916703,1,42.13310225810258,29,stable
9,364.3954876308671,1,15.373686842135836,11,stable
2,184.99908737506217,2,11.71098574955276,84,at_risk
32,1129.6352417418427,3,56.684535027830265,1,champion
2,79.65515731945555,2,27.22249398499359,66,at_risk
12,486.5673349383035,1,59.761893741899726,11,stable
25,447.95812857840355,2,81.96213421335983,5,active
0,60.33401164103845,1,56.02111683115669,88,at_risk
19,775.9294005561295,4,36.89418746138057,6,active
5,51.97042793492513,3,17.0484239797723,82,at_risk
34,1988.637117356508,4,95.80960497105205,1,champion
7,337.13856018301317,3,78.83239678214629,27,stable
8,275.38715646875073,0,0.8573718513084416,9,stable
