monthly_spending,transaction_count,avg_transaction_amount,spending_variance,merchant_diversity,segment,cat_groceries,cat_utilities,cat_transport,cat_entertainment,cat_other
1037.7797740739475,16,64.86123587962172,147.915231478602,6,frugal,0.20615374167230993,0.14631362406675857,0.013433836842009396,0.15863231330126823,0.19040266081812565
5744.803663103854,36,159.5778795306626,1094.0776294527925,20,impulsive,0.05533731686295107,0.10522112427679023,0.0017255106585041939,0.1752720134418221,0.15655393522210334
3372.1952974592596,24,140.50813739413582,274.75206801791245,8,balanced,0.07681041522223184,0.41558189008027685,0.06986925089303864,0.49233056668102193,0.07977396153861724
4250.538343045783,25,170.02153372183133,205.47653230488555,9,balanced,0.008701324182314039,0.20505672675516512,0.0684692339008509,0.24229084018035763,0.029235321918455084
3555.632692493119,31,114.69782879010062,1105.961795919313,21,impulsive,0.12644997324857235,0.2748113560064825,0.30380506558156745,0.40797573127714565,0.13194986314288293
7369.947449467417,45,163.7766099881648,1431.4189319064099,15,impulsive,0.22204342113906106,0.395007623536364,0.06056545786645354,0.19451563640914185,0.36779160444196973
3400.331522686491,33,103.04034917231792,1450.9505535751136,21,impulsive,0.6210730584400695,0.07193638187826944,0.5212319311267344,0.22619805118043215,0.020501253666290034
3693.807231395568,30,123.1269077131856,1189.2540289441647,26,impulsive,0.05528776752557767,0.2584782796222976,0.20609744211587708,0.32827066163235524,0.0990437393255942
4345.45719091791,12,362.1214325764925,471.1365706899947,9,balanced,0.16785007044449154,0.1134259790611252,0.034628489298800476,0.13824853867008186,0.26386604410061576
970.3880277282781,7,138.62686110403973,105.5659832891603,3,frugal,0.05591120841499936,0.5029578570187574,0.21231139782754255,0.5065864756538851,0.08668567757193141
2581.6703564951513,31,83.27968891919843,433.74349965483884,12,balanced,0.11451154690153992,0.044833558013923004,0.020969014271728512,0.0957025758808168,0.03324335416543404
6740.671482368169,28,240.7382672274346,440.2204215821423,12,balanced,0.1594582508700345,0.062159969917929415,0.18748159456950866,0.09801741105933508,0.15435375439729407
4721.87739456415,35,134.91078270183286,1116.1437580152683,16,impulsive,0.14787007707804523,0.12962317959876776,0.36718028200981917,0.12520210870489482,0.18825233332072458
1586.5313260213002,14,113.32366614437858,155.23039547429494,6,frugal,0.027950418341201246,0.01996789003738025,0.008582043942352893,0.15770060656054646,0.1793922941459773
12091.387704178816,43,281.19506288787943,1000.9179518847274,18,impulsive,0.06797947057225437,0.31580670512335624,0.49368951107936043,0.3625104744081879,0.003798612032934502
3715.042873762743,31,119.84009270202397,897.8545805647956,16,impulsive,0.013410982103636757,0.07856152196995314,0.09068666992350378,0.23856653034355893,0.4012841709500938
1364.0416484790144,14,97.4315463199296,122.81318790647288,6,frugal,0.2303219934650546,0.18308184101144356,0.0860950178147673,0.11688617518827733,0.09859396183941299
4694.246206022841,37,126.8715190816984,1206.0738752635095,27,impulsive,0.33891650589346406,0.08445490997391822,0.04674806544050046,0.46631212493510976,0.11823688273106216
749.1215590185911,11,68.10195991078102,183.87882547926353,3,frugal,0.08861164907385645,0.27993903285743227,0.04958409865240552,0.12630842177290788,0.3498398045395643
4271.461652594745,36,118.65171257207625,660.9913013531414,20,impulsive,0.25098477544301556,0.30393555301984204,0.2717927180041588,0.030923888506303985,0.31145801165921877
1345.0832447674882,39,34.489313968397134,628.8997399860104,25,impulsive,0.18073153784850848,0.03464900287198431,0.15770751291784943,0.09819424252078375,0.13564296110820923
1635.8887172150435,10,163.58887172150435,132.41319989077567,5,frugal,0.006425932708447297,0.11315308990854715,0.046075087122298686,0.4084850143606747,0.526935546431638
2095.038723460103,15,139.66924823067353,316.3011045878461,8,balanced,0.09277636746594312,0.3678801962527865,0.06263092378888603,0.2932498204670913,0.33634931443181937
3499.931925863124,45,77.77626501918053,702.6927356523324,19,impulsive,0.20541181346802526,0.11928556445954608,0.14940618959352395,0.18287963672459648,0.12625353125171848
1463.26925533027,13,112.55917348694385,61.405365441565436,4,frugal,0.8052202393735777,0.2843834787189544,0.43041743953364653,0.48350433470909365,0.054578652381300545
4865.887187338101,15,324.39247915587345,240.8302570175945,13,balanced,0.1557872008699717,0.5625692347329684,0.1449846217238479,0.23129289477005455,0.3896252964805502
1099.0994033281581,8,137.38742541601977,81.28971703320647,4,frugal,0.13829677279980063,0.3639745382493584,0.05097561241378809,0.14598728264772576,0.3080948108307244
2958.367091453425,24,123.26529547722605,479.2689816820632,13,balanced,0.42142508748203195,0.10288013644581342,0.11253901987741989,0.33177864313420896,0.352020333973163
1934.769075283692,6,322.461512547282,69.49014391382582,5,frugal,0.03432187945684881,0.1852279004466413,0.03374893297735703,0.12998518818808535,0.13635693250506428
10010.345168641856,48,208.54885768003865,534.4302368412291,25,impulsive,0.103585379919112,0.1739143403884257,0.2580865507262639,0.03173908621726286,0.008110980110795765
1258.6416890007354,9,139.84907655563725,53.34613635809122,4,frugal,0.031173033171833092,0.043552243093600417,0.2898838906000306,0.5132308174026939,0.11407301218332393
4457.383372781322,23,193.79927707744878,256.1238063229882,10,balanced,0.27235971662500524,0.021668662409925016,0.09946369012507679,0.12865945181937977,0.10110653808251087
3772.376271841119,28,134.7277239943257,350.112435165569,12,balanced,0.18145716630527078,0.2850793868943811,0.12152797891146852,0.06615283728417153,0.26471952737780347
2609.308203887014,51,51.1629059585689,1432.763869885668,27,impulsive,0.04541095523256889,0.21234440444247354,0.15631385769944123,0.03835247136241621,0.2777100024614369
2905.4391548083804,42,69.17712273353287,1371.0240002829605,28,impulsive,0.05056375580721088,0.42685838641055057,0.02371925574755847,0.05224773897780696,0.16005963764050196
3071.882525326216,26,118.14932789716217,496.0567226274382,9,balanced,0.05222090470811758,0.091706811511146,0.2819755081340501,0.21212102021819335,0.38331615832308497
4323.376962027218,26,166.28372930873914,376.1059611478459,8,balanced,0.24828129590887002,0.10463493265292259,0.40253726278603047,0.07582029168654615,0.17822357964840108
2402.0444327651257,9,266.89382586279174,140.51912385650107,6,frugal,0.3138688133717159,0.5233146241249984,0.08393246221237258,0.06811372455251431,0.402886652545197
811.9713182397376,12,67.66427651997813,175.364730449132,4,frugal,0.5120278884544547,0.18104862011649558,0.45277492062092123,0.02570867438702895,0.23380514176609604
1942.7367354625108,26,74.72064367163503,378.1458835931005,11,balanced,0.5090350286498859,0.4105001923748769,0.20544645977033765,0.18176181589642224,0.10535786218706648
1249.5138563357004,8,156.18923204196255,126.13524178469478,3,frugal,0.13754324366538823,0.09739017392658615,0.35386125715177913,0.13970456114880708,0.20924075263121297
5617.657462021445,39,144.0424990261909,1423.0231200515934,16,impulsive,0.3066945613972098,0.2557393337540106,0.21974710200821204,0.2316274438019436,0.23810314897974189
949.9338617961789,12,79.16115514968158,175.58611804468256,5,frugal,0.1392673549850606,0.07912350425958918,0.006331480992143286,0.038729723869003745,0.034289168827530095
1931.2327086744772,31,62.29782931207991,246.3660001186851,9,balanced,0.11027696739772277,0.011372720283143362,0.25799381572904573,0.16410914211708794,0.47961859534707224
1241.9529491980416,7,177.4218498854345,120.1741798420405,6,frugal,0.30094908313832713,0.09499017635901333,0.19184244537613118,0.03220766640654579,0.37621432872938687
4257.496951551408,20,212.8748475775704,256.0131488593371,9,balanced,0.4903421799336966,0.07559763351396881,0.05453824907525692,0.2979970215721327,0.04952501767089277
831.6145029071744,5,166.32290058143488,162.39507845441943,4,frugal,0.08584477323275223,0.15057715038649883,0.07847254422014711,0.15788840278615685,0.36756288812464477
825.1459841301206,6,137.52433068835344,122.62086317124215,6,frugal,0.37428118254566356,0.15354223743320064,0.045875517392589715,0.1220485110782579,0.22682838922807
1366.1892450512407,9,151.79880500569342,150.4181592168149,4,frugal,0.08351452533632961,0.1615238180966735,0.012863578809625128,0.5096741133728858,0.5795453750520313
1420.3229839492244,14,101.45164171065889,71.9823107616089,7,frugal,0.02954471179127227,0.43826514282107715,0.10337863162088033,0.32857679097057874,0.2944574518686247
1050.8126131437778,30,35.02708710479259,363.19967364755644,13,balanced,0.05363926680921458,0.5313147479884865,0.09722424121408649,0.24021701390680592,0.1668569314088639
2439.409459329351,15,162.62729728862342,381.2927300499845,12,balanced,0.3267026322633925,0.007345906274704624,0.5492353575684241,0.02528067931943936,0.49878913579655515
1368.8955072990507,5,273.77910145981014,67.68489857927092,4,frugal,0.05633674096391281,0.20109913680346,0.0038592003520902824,0.1168913371633665,0.220304211177794
661.5005940205965,4,165.37514850514913,193.41467078951547,4,frugal,0.1664899898467054,0.33664829876676766,0.13014260521346324,0.12701781543579516,0.08426555424958451
3248.6138291935313,37,87.80037376198733,973.7334747730434,26,impulsive,0.6420130817784877,0.06181119691599132,0.3644477901647752,0.18891975487096513,0.042584260367419434
1444.1121005544196,8,180.51401256930245,188.52358693956617,3,frugal,0.24105164734946008,0.0783763772650144,0.21895914177186585,0.10009737292030807,0.4993543222107882
4659.723004459097,26,179.2201155561191,315.3032066528755,9,balanced,0.0026480064208154034,0.2724076312777172,0.18136498695833791,0.07129685619231896,0.25028683918944117
1233.0621677294655,14,88.07586912353325,86.94518939477777,3,frugal,0.1952699378951893,0.32445515997439606,0.03896217433495104,0.05854037676661303,0.373582057527476
758.1472766465026,9,84.23858629405585,178.66420253492842,6,frugal,0.13631622568875804,0.097403836605243,0.07267217192955264,0.00823190605081613,0.4920172528448734
4445.511703430722,23,193.28311754046618,223.66884720179127,10,balanced,0.31576120610071745,0.025130570916877953,0.359112993181963,0.1572667104643705,0.2803752041657871
7467.861313676936,36,207.44059204658157,536.8135425843304,17,impulsive,0.02184634697256786,0.032190553429965886,0.11120297139925617,0.45340979508734464,0.06409022602907648
1636.8194426308194,50,32.736388852616386,1072.5286609063055,20,impulsive,0.0693462777710419,0.3137910817946652,0.07944319926501342,0.10206152500540344,0.02511999112375681
2221.951374433785,48,46.29065363403719,1214.6435479500403,20,impulsive,0.0053731189543589405,0.30522841545143836,0.001676920203820674,0.1757551718902222,0.10231861652786184
1714.2524820894919,3,571.4174940298307,94.27209644813738,5,frugal,0.36347636027347313,0.18971987941103416,0.09896818970476036,0.5890788339321257,0.15683642658901992
705.7002399274445,13,54.28463384057265,61.22636393009496,3,frugal,0.2484534130239309,0.42713549639848253,0.1058294698857529,0.0772462428550222,0.21430516120616108
1173.2567360663118,10,117.32567360663117,65.42902383484561,5,frugal,0.013106401453133291,0.22024395576603337,0.1262078667360766,0.21819627878944828,0.014315880675500431
3236.7175815499627,27,119.87842894629492,241.5266435125157,13,balanced,0.030293017740561895,0.10298040119946007,0.1991451321702286,0.08789465347554681,0.11733083062535377
1903.7871614185997,38,50.09966214259473,972.9608815365049,15,impulsive,0.049932709023184044,0.28960213805432866,0.022997583817771977,0.033139288677349464,0.08249636081709033
1723.0751735217245,45,38.290559411593875,821.271097720304,27,impulsive,0.15372341481199112,0.03541805137109213,0.19298205160542561,0.17899365209617318,0.18833018217905487
10089.773989733634,54,186.84766647654877,1459.0773169549584,28,impulsive,0.4436835365010253,0.45422194877530586,0.2695841987350153,0.5655796703802419,0.41139932631452036
3828.1879947281,22,174.00854521491362,463.925955138044,14,balanced,0.16712165506647572,0.21605652919632776,0.21737947497981233,0.08767427175470373,0.19526013823888247
3972.614363108761,27,147.1338653003245,313.1447397064702,11,balanced,0.6707119346812926,0.6105574233445631,0.0013640330341960843,0.7834997537026621,0.1787363157861289
3389.5887786911712,26,130.36879918042968,446.3123347659378,11,balanced,0.3460292541346742,0.02800641009612281,0.011240271600768655,0.13915728186915796,0.15811272635331158
1591.6525782053825,12,132.63771485044853,134.83301500852997,6,frugal,0.10548319204798962,0.16471796380778495,0.02845255369542613,0.2873994392115523,0.4372353674302797
2379.0138551259024,34,69.97099573899713,459.29375383080395,14,balanced,0.020682709851150255,0.013264682038598723,0.07564121323211669,0.08334614032500029,0.013913788165657007
2752.361841614823,23,119.66790615716621,359.7077489097512,14,balanced,0.21207089504435142,0.15413639603436444,0.4064629654175078,0.3595559081034865,0.04675785231043069
4630.936251989881,44,105.24855118158821,596.0150865053336,15,impulsive,0.16135335715478502,0.3600444233566105,0.21537103211191985,0.5512434995434958,0.07287777339593302
1244.100548585328,8,155.512568573166,112.93248858038399,6,frugal,0.05746688836357746,0.08497430368379084,0.26181789820106754,0.31261255698018486,0.10908172937666441
10090.045468802373,45,224.22323264005274,1104.7984752059908,25,impulsive,0.11302997610803463,0.29570805525254656,0.06607973999616897,0.1993550234339157,0.11383231109535703
3224.6437990310333,18,179.1468777239463,305.4549735127476,13,balanced,0.31398754604231927,0.40589479806163276,0.1279469413665301,0.26320608715031046,0.21038057321914824
2500.0280064147364,48,52.08391680030701,947.7701117830242,22,impulsive,0.43191535921004653,0.09059255135703799,0.14234886519900164,0.07091515268214639,0.25856413358136054
1332.6719453770475,21,63.46056882747845,279.12139663227106,8,balanced,0.40768010395371085,0.24563632183734038,0.12071137270298032,0.37042156853661967,0.1393641017542146
4092.285811033721,28,146.15306467977575,353.9612458330273,10,balanced,0.40096226027955617,0.05901894725931047,0.11682865342563914,0.1555065687452191,0.20483525227564026
786.1337051582784,9,87.34818946203093,119.56880399120223,4,frugal,0.530517029789671,0.11132520165892223,0.10978647944483737,0.03428212758144186,0.06067859250975785
3035.0367087927816,29,104.65643823423385,511.6857520170955,19,impulsive,0.06401006615670396,0.03860471122754896,0.2368146342998411,0.23055731004562474,0.29540809401876394
1186.6944005587557,33,35.96043638056835,256.0689188757056,10,balanced,0.10406114337838253,0.08691609483289758,0.3540908199379383,0.5017645166139426,0.31441587978641244
1765.2917479881114,13,135.7916729221624,160.40007882891246,7,frugal,0.23823653856337162,0.004782929029846821,0.021652200096639984,0.05709693360877187,0.17365811288384778
13643.610307924675,42,324.847864474397,1221.8807561542117,28,impulsive,0.08750782718600236,0.09332615582799968,0.06908507084097576,0.06189132662328576,0.019709200769841072
1040.0472693102415,6,173.34121155170692,137.87715566611342,6,frugal,0.04026060543331139,0.012055110734805573,0.35683804254276513,0.03976699554621962,0.39911451781561713
1779.1770235876068,29,61.35093184784851,474.34716318177544,10,balanced,0.041869747777064065,0.3928884427647702,0.06513431621284113,0.16413142068208939,0.2070595222020625
2708.630155561166,23,117.76652850265938,337.75197404443145,13,balanced,0.08069732058198024,0.0007763086375060611,0.4079585851209783,0.09735453709553164,0.09750006527276582
3312.0383546981475,22,150.54719794082487,432.99000302882666,14,balanced,0.32565454532958826,0.2201071616304747,0.0063022739062746636,0.1819890125399593,0.38540634368794435
3351.3170997401685,21,159.58652855905564,337.7039112596291,12,balanced,0.053113804131186736,0.9060254634861432,0.1571697937384748,0.023004312614802253,0.02281285771323183
2419.268444745707,21,115.20325927360508,344.4559533936332,10,balanced,0.32672287003834105,0.24898510275760774,0.3392153837702,0.18888069213130323,0.09102974709138749
1228.0808766183102,6,204.6801461030517,58.077528111649166,5,frugal,0.5029293095935554,0.03412816910954961,0.3849347980784952,0.012254930299273971,0.2803067043128479
6661.539333636551,44,151.39862121901254,696.0336260450082,22,impulsive,0.16147784016447933,0.310724303168499,0.5148286904822341,0.6367417916848969,0.2688190759332059
3467.495176023869,28,123.8391134294239,471.2580592948149,10,balanced,0.21546794931725716,0.14751583681870176,0.14769543106365574,0.4015190674641535,0.4326633734700366
3492.3102225913026,29,120.42449043418284,419.7598837885122,14,balanced,0.3399428478484603,0.27020466484585803,0.1862255701020925,0.11438118784949662,0.7005398305393339
5044.512305665789,20,252.22561528328947,261.1698676287018,8,balanced,0.17341824802271077,0.057695708281973755,0.029906804862432752,0.017028524748135276,0.3870971586262725
3933.2453205152474,32,122.91391626610148,432.75061345510255,13,balanced,0.2710954454510762,0.10234998295921852,0.4359432508065345,0.1337530878357029,0.09746533007717809
1276.5023467589476,9,141.8335940843275,177.44035316556352,5,frugal,0.42550664613750033,0.19930353586280916,0.21840975931054246,0.32818698297303095,0.029176597067748323
4498.317481269755,40,112.45793703174388,1141.7043960971037,16,impulsive,0.19377707189204635,0.6840412499146811,0.12421247123992972,0.05389764362469431,0.5497629955829579
5271.619342220654,38,138.72682479528038,1216.8533024048813,23,impulsive,0.02582253569026402,0.03352360476689279,0.11898197180181747,0.42354416235749265,0.36501224296866686
804.8177042727208,15,53.65451361818138,179.01799071623765,4,frugal,0.21008945742322602,0.0975668093359018,0.14212423537381283,0.1497635739241456,0.5364857685776431
3161.0215317708394,43,73.51212864583347,1197.0158565135557,16,impulsive,0.04685512341135137,0.03469867514570474,0.03806796629910901,0.0733218982413314,0.48968688689519985
1421.5280788236114,34,41.809649377165044,1020.5527524466901,19,impulsive,0.05731045203373826,0.025067550928134993,0.19218248011771985,0.103371808141483,0.4517060641014559
1528.6294192097844,10,152.86294192097844,89.95308662307045,3,frugal,0.3042191697309713,0.09570295572817365,0.055350344121935464,0.46242661052164463,0.2986699990620113
3962.5772758098615,20,198.12886379049309,401.10283138613744,13,balanced,0.25017272372839294,0.17114329119490915,0.05208058235297633,0.11796506593207921,0.029689114224753604
1235.7500280508616,22,56.17045582049371,241.28750628317115,11,balanced,0.5183007171810893,0.007817150128693143,0.032982651639644464,0.11058948003090982,0.2689567103327143
4681.281286738035,34,137.68474372758928,681.9696426191281,27,impulsive,0.034397969126087245,0.16317262025098775,0.13420796433744897,0.23705852287185164,0.3468622197856511
2363.46839549633,46,51.37974772818108,1455.6011241146125,25,impulsive,0.005471109090258857,0.04493207983193405,0.17496888919029482,0.21243728256818345,0.01903069857382497
1015.4355022211338,26,39.05521162388976,338.7169634557583,12,balanced,0.3675868954906846,0.42134151592246794,0.12761113842352764,0.0900860203727842,0.3257940995717662
1744.1003147860122,7,249.15718782657316,118.59968129040526,6,frugal,0.08340626375805323,0.23422474811817018,0.2536350344557008,0.23035877119784764,0.19259904352473572
1387.494507365503,18,77.0830281869724,239.51188728828143,13,balanced,0.7199315343092794,0.14726710054207962,0.025779630258774663,0.09866439287320065,0.610896914397475
5355.040209962771,40,133.87600524906927,921.6921080496301,25,impulsive,0.08173888135225811,0.09269015973262014,0.11466594585615288,0.24476681849826934,0.6512734600594118
4691.883191233414,38,123.47061029561617,1198.6406010498038,25,impulsive,0.039464497943803765,0.19346767929821052,0.21571854054775294,0.09206239272980199,0.03770618069682766
2765.291192672637,25,110.61164770690547,221.5699026613026,11,balanced,0.18860128416170593,0.28324936626492225,0.14224259789359492,0.2585606944815575,0.06855300443569823
2958.835850878091,17,174.04916769871124,466.4469309485252,13,balanced,0.14487517914351566,0.12473257430036666,0.0034159800259066933,0.17555257948448297,0.0019252347708254606
1444.3292095904146,15,96.28861397269431,128.0058229279826,7,frugal,6.066297838318359e-06,0.3912039860024447,0.20627102806482314,0.21438464156255893,0.0382277524145991
41705.10181979618,41,1017.1976053608824,1001.6191729047674,25,impulsive,0.35100632683827054,0.42735797216958055,0.0008596894658246543,0.10553836518732548,0.5409672734786058
2572.792496017862,25,102.91169984071448,331.4266422570569,14,balanced,0.3307785116290618,0.4317139715747668,0.10169637164103071,0.05088138661199707,0.05884880326706106
953.7770232905098,22,43.35350105865953,426.91062101628074,14,balanced,0.027016511973442653,0.1275429705541025,0.1841307525025075,0.013243415689246077,0.052396276269765264
1301.5725214498923,27,48.20638968332934,226.59119484429132,8,balanced,0.10949255668821474,0.17149757937095747,0.023933665571095143,0.21928108867952517,0.05552036465084253
7378.067427765916,30,245.93558092553056,1317.8926612829484,29,impulsive,0.11375907522298,0.03593209970703537,0.1596401601445069,0.12511823549644724,0.22357925913822593
2876.923133167719,19,151.4170070088273,221.70499215294285,14,balanced,0.013422338032134227,0.008482185709381238,0.2978094542560541,0.22194862044016245,0.021656674107695516
6563.4481702942,41,160.0841017144927,512.7115545762404,21,impulsive,0.3983221470737218,0.03653877141330483,0.07470468922521739,0.6131115165064801,0.09424000946954084
6467.149865614285,28,230.96963805765304,483.7778720210706,10,balanced,0.03547966543463765,0.05755744967321452,0.6084044561879535,0.2948192537264891,0.06349945078342929
1266.8709721245064,12,105.57258101037553,174.52992639267805,4,frugal,0.3370349402480065,0.17837210267385337,0.36771428266268935,0.031754034728539215,0.14460078764700374
8563.345149522693,38,225.35118814533402,954.5052008657476,15,impulsive,0.025479642519155635,0.12180393053163534,0.21868548170287638,0.0017602406980417149,0.010679798219355115
1618.6434798555993,28,57.80869570912854,310.89079103483834,12,balanced,0.01570320012262607,0.04544971099350578,0.29285778423259434,0.05196929348996803,0.019532133374566482
2214.698297977744,33,67.11206963568921,453.0045503325682,8,balanced,0.13025921711689795,0.12005203998775667,0.03967766141704029,0.045268173194004925,0.4276721010203344
5680.197937170273,50,113.60395874340546,1240.7114806402226,15,impulsive,0.09301519143056979,0.020949369560612437,0.6808227821940919,0.5525079218607243,0.137778714568229
3573.1927220709454,24,148.88303008628938,459.47152711432483,14,balanced,0.31016903101766025,0.41323516852490566,0.04308828337031991,0.1750717429225231,0.3736855371632399
1269.592440311095,9,141.0658267012328,133.50319484988583,6,frugal,0.20369527783381108,0.1032512302416666,0.2776384343440851,0.0876496965269953,0.1475836154640135
2838.4778536098415,34,83.48464275323063,1055.6134136062042,15,impulsive,0.224263253442088,0.7134577544826284,0.005694984252278928,0.11467526089886569,0.10053777315630916
4012.59594763889,37,108.4485391253754,227.5028687811207,10,balanced,0.4913540422208277,0.19266614404759383,0.34453495257698324,0.15166403904848047,0.36552479982928976
1588.476639197876,22,72.20348359990345,303.54596803867577,9,balanced,0.13677362145532077,0.037910543704821734,0.2252623256004,0.30829369494448927,0.0807628363948591
2777.633451004878,46,60.3833358914104,1332.475418155725,17,impulsive,0.09472593138690881,0.003913239307536161,0.07557048802129235,0.1301803658256299,0.3602511308927346
2045.4960788507376,15,136.36640525671584,365.88879695648984,8,balanced,0.041446119409498924,0.04078273215724953,0.3924395628960192,0.015400288349115027,0.10430853936506178
1047.4569817152305,6,174.5761636192051,94.15260742129068,4,frugal,0.592721253702697,0.04854356250872648,0.06552019733793149,0.4089850623789885,0.09590436293518502
954.9132595107598,8,119.36415743884497,70.1809556828399,3,frugal,0.11339022203025352,0.28122933198604727,0.022153735510176364,0.003394725909337577,0.11048812891912121
3443.514398004701,26,132.44286146171927,435.31721884831194,11,balanced,0.5834218966525148,0.2141305885565807,0.3488351929880394,0.04013805374380256,0.1368619181366143
1485.9573770240784,10,148.59573770240783,198.4073344267616,5,frugal,0.25625452677390403,0.04296494481191288,0.29604001325960094,0.3333138967211023,0.43689816126411707
971.2619780738424,6,161.8769963456404,189.9568269178771,5,frugal,0.10620585086511447,0.08773756454268355,0.08601978148551775,0.04699418275988004,0.11618481470023947
2037.4286994332483,33,61.74026361918934,467.77005725919037,10,balanced,0.1794436577204445,0.17954376700973262,0.15564444745901265,1.976673313567005e-05,0.025540031330593238
10983.294637948216,43,255.42545669647015,1490.4482909788326,24,impulsive,0.020422111768572903,0.12271168859994419,0.24610675907259524,0.14524265153641436,0.016381315375754695
787.3377825693286,12,65.61148188077739,72.02655904009332,5,frugal,0.18724748522774873,0.11251504955008908,0.17919529936147122,0.18018697225339356,0.046342528815585926
1079.2810388201249,10,107.9281038820125,136.97580102864006,4,frugal,0.13755817114697547,0.44084589676761304,0.5645299502503475,0.0995073560662549,0.5357933037301478
896.3361239111517,7,128.0480177015931,85.23405776533617,7,frugal,0.292418298380922,0.13856624260397984,0.21362275879047785,0.22875180349677737,0.282627653934148
18765.16339259522,30,625.5054464198406,629.4880205233846,17,impulsive,0.2523172610631999,0.21826994457127313,0.32824021072405335,0.09700970425902583,0.048049406328780304
656.1304400782991,12,54.67753667319159,178.86688329460483,7,frugal,0.03862495772029446,0.011504579401465275,0.1907054183896899,0.01136510159851617,0.5255585416613584
638.2624921137581,6,106.37708201895968,140.92248245207804,5,frugal,0.19155570342049852,0.6503061391089316,0.11538403483981007,0.33912968191860776,0.028505124567
1598.3013392321773,40,39.95753348080443,655.2117369477977,27,impulsive,0.4249412196454656,0.05833120934719882,0.08167049177674626,0.4942751318059649,0.5546954172289996
1053.8779655464111,42,25.09233251300979,697.2452861237583,26,impulsive,0.2736161556643932,0.0071952086309667405,0.1732135777520046,0.11587066605490362,0.009538066499814108
1426.832568344397,46,31.018099311834717,1140.9390125551124,17,impulsive,0.19359580628511677,0.07609503902315777,0.29666595108773414,0.0809399740355842,0.12346025688417644
2472.6186994940717,22,112.39175906791235,428.8033385925312,11,balanced,0.008067559213045824,0.22368788629383068,0.3567707990963136,0.07567125605903398,0.05925558316939232
6244.499359342148,24,260.1874733059228,295.04002072135705,13,balanced,0.08999551205004223,0.5666487513084283,0.03544620185967834,0.036376209432033284,0.11170556834194084
2008.6974869141686,39,51.50506376702997,1070.6083116647753,15,impulsive,0.1775210520242557,0.3591701833717741,0.36860283880327327,0.032892934908884265,0.032441781637150106
3849.736024890031,28,137.4905723175011,354.5029348579525,12,balanced,0.34426411564616577,0.1729187087332927,0.08584439155892791,0.048779846145821704,0.07589856522115673
1702.8486163913947,33,51.60147322398166,849.5249371832176,27,impulsive,0.25731492367345365,0.36912589974410354,0.2151475024919813,0.1356596155139175,0.28584086412735177
4271.672894758855,22,194.16694976176615,317.94054144405203,8,balanced,0.008632486238162275,0.18602136385073054,0.37774852607071646,0.520237598479527,0.3098943953514194
2028.6567375387394,11,184.42333977624904,55.54906929608562,5,frugal,0.08720674058905303,0.25272168206036805,0.09026704142472089,0.18817141338213297,0.7405483029648072
3930.5543254685813,37,106.23119798563734,903.2491667598315,21,impulsive,0.06779390726487647,0.059449041343030654,0.15279396135440443,0.0036533840788185693,0.34834996097340876
1302.31886544847,10,130.231886544847,94.33885600421729,5,frugal,0.0002954056658018849,0.043284720023799274,0.10581291886007876,0.019574421505517456,0.031107739000987834
2840.9490165219822,28,101.46246487578507,218.12229424641902,13,balanced,0.1012800317410723,0.28576601960147224,0.06492384497198239,0.5256988133705383,0.0029230385473117903
3214.8285421576493,31,103.7041465212145,238.31383159449473,9,balanced,0.11712660536435432,0.07592470985285635,0.09035509971881343,0.23239794268806419,0.05983384833673124
