monthly_income,transaction_count,avg_balance,credit_utilization,payment_history,debt_to_income,employment_length,num_credit_lines,num_inquiries,loan_amount,loan_term,interest_rate,credit_score,risk_category
11306.65030443218,24,928.6842458883481,0.2219326738951361,0.9590116553222677,0.03194590165181981,123,4,1,657.4186580396314,6,0.1269465702830666,850,excellent
2704.093905521799,21,1881.1584256175033,0.46913079517561457,0.7638142364577194,0.06557505776827928,171,2,0,671.7850376818756,12,0.15241653682658377,820,excellent
2722.6616571263344,24,1154.428843557617,0.22468223536867848,0.9848278059998905,0.1386297211317996,193,1,0,5252.928523122272,6,0.20047865932260917,850,excellent
2622.9447786703354,27,12186.72767344637,0.6953845592686823,0.8301593507577237,0.23404929027097374,236,1,3,14701.705513787345,18,0.18631517722368385,819,excellent
5782.401886684825,23,869.696114366512,0.1675465458188451,0.9145848174678171,0.29105793594581064,56,3,1,4546.9976447575555,18,0.1399292847009636,850,excellent
1901.539932881954,16,2548.5263829793007,0.5722545318288771,0.9522696828712176,0.2316839537431606,118,0,0,1736.4950102614678,36,0.19299970788528673,841,excellent
6036.522823041174,19,2261.9176530233485,0.4271389452933508,0.9655682600668412,0.20482007105952482,135,3,0,4612.31390400766,6,0.17291426638414903,850,excellent
3151.96046672571,20,1960.718268861236,0.21319586128061466,0.9206155447938764,0.17919978801655226,220,4,0,2759.948359922996,24,0.21301487954196932,850,excellent
2134.832498014341,20,4583.321672428857,0.23187114198902886,0.8548961167371417,0.09661580966348594,49,1,2,4511.079725891298,36,0.1939718151807689,850,excellent
2124.3041124278097,17,2214.12819384709,0.11947100075841521,0.9911382968087286,0.21051712174149323,136,5,1,1036.025539064508,12,0.20609558547906637,850,excellent
2444.5421349179355,28,1466.6833415415927,0.21851444009170334,0.6689315532853103,0.3004046958521463,189,4,0,3036.5886098096,24,0.1374358305329805,850,excellent
1731.9075482165033,15,805.2043508824534,0.42880495498583027,0.9036025254742326,0.20835646275573838,127,2,1,1347.6266272944308,24,0.18614822304120845,850,excellent
4708.216170224355,22,1407.4295131977888,0.3799070844534225,0.9918672096905977,0.05621143634948019,203,2,0,2975.0142980468468,36,0.2408486958192293,850,excellent
5574.1517496429415,23,8290.049100911809,0.3925365071033753,0.7515586964290673,0.1155054847088581,32,1,1,7404.44926916516,24,0.14338952235306987,789,excellent
5880.145106925411,19,11589.999162457068,0.30348599857484854,0.8706396096188537,0.31444779589230376,167,0,1,3561.218307341186,18,0.24099632174635355,850,excellent
2661.800294885006,15,1809.8554727733137,0.1961240429256708,0.8001294778994982,0.30761896258966964,201,1,1,2325.603877682843,6,0.1119797892671218,850,excellent
4246.988856415353,15,3276.7831258162355,0.17336276714077736,0.8031564439297033,0.13441710336309756,71,1,1,5899.754778399557,36,0.1854355061810036,850,excellent
3650.43947145777,24,1216.777227146856,0.42772366280736573,0.9549674688821709,0.12531928215236665,182,1,2,977.1498579871926,6,0.1688280220823382,850,excellent
5144.924397626227,19,1052.6033723261405,0.023600484465597284,0.8513644725909154,0.1797468328674784,237,2,0,1254.5252778654099,36,0.21780520953202048,850,excellent
4547.946446106407,16,1306.7076822043632,0.3075562140911037,0.8552757542784942,0.5486218121875294,144,3,1,3753.73144896921,6,0.19818206388544102,849,excellent
3809.0677999156005,17,919.3467856184678,0.4669427855253382,0.9974719445063756,0.07981459418896672,90,2,0,2088.8353219628325,36,0.20578249139550414,850,excellent
1437.741200617477,18,544.3099454407891,0.36356687111831537,0.9991148877037171,0.2522276357108864,226,3,1,1663.6434323165984,36,0.10932556997309217,850,excellent
3349.9810833453394,19,1971.4162600918817,0.41027642939689307,0.9990979176269645,0.1778675472291466,169,0,1,12482.020938628795,18,0.22922926016781586,850,excellent
3848.498072265109,19,2481.1746450734277,0.2653387159136992,0.8051659253635022,0.09078286060756813,26,1,1,2526.6172753554906,18,0.1675268243797319,810,excellent
2572.449091465237,19,1946.487103537262,0.3220862780792255,0.7607348081499843,0.09808965668360449,194,1,1,2248.544661949539,12,0.16143777381068242,850,excellent
3182.4678142639054,24,789.4503120095727,0.11280814401658414,0.8402196819346366,0.30811023664380266,7,3,1,1344.3027703879977,18,0.21541640649287494,826,excellent
1901.4792692494068,22,2049.526744687895,0.48759688168467313,0.8736164670832983,0.2500773421357441,115,1,2,5091.1386824298315,6,0.1493526196041457,846,excellent
3100.8987767890476,13,1682.3859714757743,0.6212305075793325,0.9452671630488676,0.13590522818872494,17,1,1,2851.145055368522,18,0.19962510653466212,800,excellent
4688.811280881949,12,1268.686657150501,0.4124112375710211,0.8919525776833983,0.22253713749471235,61,0,4,1860.4471231177033,12,0.12730392679931057,849,excellent
10347.805897100117,20,836.1455819201822,0.11008917632743635,0.8297263363334716,0.4496326534790171,45,1,0,4439.115890357663,36,0.23291059255728983,850,excellent
2194.359256901799,23,1552.3161926229811,0.6289128319616274,0.9861409334661517,0.1402250923985999,125,2,2,3271.81034942747,24,0.181243439767493,850,excellent
3597.5666482752463,20,1622.4039416185763,0.20252855304009001,0.9682332299140605,0.4277535654385399,180,2,0,1275.467525774336,6,0.1332084212052056,850,excellent
2251.3053330068797,22,3552.2899175140587,0.20588853331075402,0.9913590985940869,0.24494115747763945,232,1,1,403.79406117981733,12,0.1233303180414513,850,excellent
3476.276071863365,22,2093.1816460495725,0.3584862938713701,0.9448291694425555,0.12242956665776904,111,2,4,1233.2567763489396,18,0.1153283330578919,850,excellent
3255.60680414768,18,903.8251946150648,0.07662946214632037,0.7668019086384987,0.41503324779549794,24,5,1,947.0024510614383,12,0.2321796100412904,828,excellent
5521.727708939505,24,2921.4461384039932,0.2573412909506408,0.9739670188435957,0.3234056764843776,232,2,1,2413.7001776324814,12,0.11678754851534424,850,excellent
5925.733697835303,19,4580.8533187672,0.2600249791592562,0.917148402322963,0.23484030171158932,5,2,1,3240.5883580212776,36,0.18421192244683132,820,excellent
3949.755980305565,22,1662.7050562536,0.38333546603260893,0.8883370136189319,0.16450912100748394,161,2,0,3893.966851065245,12,0.11211978678058476,850,excellent
3438.3740885201114,25,2188.8516068263016,0.3138581567437795,0.9943665272405974,0.23474633499938477,103,0,0,2416.7552900873875,12,0.13110784380617438,850,excellent
6589.5096485136055,22,8439.291445605899,0.31645327401836826,0.9020038746434476,0.3197162072471982,77,5,3,11388.734474693694,6,0.19868329108077032,850,excellent
3983.419201940022,22,1487.481626845396,0.6191239264172411,0.9742160844024838,0.09212575264769558,81,0,0,5009.611212826354,6,0.16900507908813409,850,excellent
7771.518137876752,27,2746.1137853608393,0.7691602586607097,0.8969859228167608,0.5965537891594707,212,1,1,1818.9007392151952,6,0.2111175180751092,802,excellent
1608.3820104084864,27,1425.7219810731162,0.063248587723656,0.961982826707362,0.34662063206758115,158,0,1,1144.0875972074566,6,0.18197323944424718,850,excellent
8874.927546164861,24,4647.545686286451,0.5777818756938686,0.9808185603417124,0.04705862151521922,225,0,3,6123.518958374066,18,0.17103460886192273,850,excellent
2673.4796685579395,17,2300.669386594984,0.3500399240296212,0.9453551231162652,0.4107701027542357,198,0,1,1292.4719594031533,36,0.10817337379004414,850,excellent
2114.979404421143,21,6926.822647719307,0.0971215628165985,0.9687835411474941,0.15877368096629427,21,3,0,1437.2364255196305,18,0.22822336406789698,850,excellent
3560.38276383509,14,1513.5266435359415,0.38080775940850975,0.9162567807682878,0.16377529524984089,115,2,1,3109.6014094663215,12,0.2461935283826253,850,excellent
2034.7918143767556,25,695.292747305197,0.10718661835102108,0.929206003983087,0.10494696841512796,108,1,0,952.6338862123563,18,0.23233295697320475,850,excellent
4839.030876348343,26,1508.1423584349936,0.32395021218000264,0.9911787364925654,0.20380012158008848,34,3,2,3423.701977347535,12,0.11540144846395539,850,excellent
2889.035742245996,24,1483.3404051237658,0.2530069200589994,0.8778544560580241,0.1600777056835337,107,3,0,12698.42785143363,36,0.1414700317746413,850,excellent
4203.52001644593,22,2070.6513317723325,0.043783096899586656,0.8093837977061838,0.07430828582173182,227,1,0,1887.9489618163989,18,0.18161782569969684,850,excellent
2233.51229274585,24,3941.1130002707823,0.18841632677494224,0.8423776563923163,0.3188957861439201,66,0,1,9185.509852362185,36,0.11999735707643064,850,excellent
3257.7168322245166,20,681.6990574455765,0.360053479808926,0.984582312157775,0.27415590498289144,236,1,0,3161.6457177890416,6,0.18731226404000823,850,excellent
3821.758301075323,20,1065.8389933836334,0.30245282657029093,0.9398015752225429,0.11677568600329187,123,5,2,2944.4974284364826,24,0.18969468716942725,850,excellent
3313.6574414836127,28,2094.164992424301,0.0904602936762216,0.7710509806511174,0.08268168675090616,134,3,0,7762.006638214507,18,0.12752675671134922,850,excellent
8069.1310524202645,14,4493.567159963109,0.5775624831954507,0.973962898537345,0.06126655450475838,145,1,3,6602.574566938227,36,0.1853387713231812,850,excellent
4880.023984235098,21,3201.2945513154805,0.33561879868734107,0.9014038398749767,0.14120895368396894,91,2,1,4114.724048398865,12,0.14780132934242676,850,excellent
4031.273846782518,12,501.15025608352533,0.2950622773611198,0.9820704566457648,0.18106754655797677,186,2,1,2619.7900736035517,12,0.2414112705562567,850,excellent
1439.0517227818304,18,568.0891812816885,0.1792886372650412,0.9814765726728281,0.2270524514886825,200,5,0,1658.390836987691,12,0.18406140803347118,850,excellent
4398.833750575488,27,1693.0231955525528,0.25539504827267945,0.8316479907671417,0.08653677709901658,205,5,2,2858.3872238606596,12,0.17546790979683086,850,excellent
6755.215536517386,20,796.3874654496885,0.3670179252133087,0.9989557065527472,0.10542913292129627,75,3,2,1365.8393882415694,18,0.10859707319043593,850,excellent
2578.6314675072717,15,2637.5469826081203,0.29467801014893974,0.867423399613167,0.38838520527288656,52,2,3,5713.69475103112,6,0.12335379419710411,826,excellent
3297.179397361969,10,903.6721139326737,0.20967374659628543,0.993463204253716,0.0293831171484376,221,4,1,1327.3560603483286,36,0.21186416966576063,850,excellent
802.0172076336924,22,506.72643217271485,0.12657174552167996,0.981901842493264,0.19158458814160703,68,2,2,5940.511199323271,36,0.21273569968014083,850,excellent
1953.1268659566815,18,1478.9448112904245,0.2651959444653071,0.8759514299982911,0.14420485687741624,92,4,0,4399.344370563245,36,0.18947995058949155,850,excellent
1284.314335981577,17,7860.558577649741,0.23369486974549936,0.9459109227197069,0.1169530578987023,152,6,2,5454.675860301813,36,0.1886434519911434,850,excellent
3835.5220148626495,25,286.1162696647814,0.09478411621204175,0.9280429712495353,0.3015877579152296,203,0,1,1449.7362180251325,18,0.21101888331021684,850,excellent
3377.4735986246974,19,2786.5517902947086,0.307385422368197,0.8693867819118632,0.38281405915193656,179,3,1,891.4005192858472,6,0.1475550121661169,850,excellent
3453.3213202410698,18,1285.4695171961052,0.058120776564884874,0.9552672257479679,0.17948689292097197,210,1,1,2026.0965861732957,6,0.21816237120028678,850,excellent
2926.3843522165994,26,2893.04475652208,0.20683814016163826,0.9304955490948222,0.11284551593861465,206,2,0,2502.4305135843024,24,0.136106194178397,850,excellent
6060.624691355436,20,1218.8596046157134,0.3582532358246902,0.9501706356076199,0.27977273330259084,189,1,0,1609.2456726514013,36,0.11338923154019016,850,excellent
1965.6895658380463,22,2160.3395291065763,0.14740405801615503,0.8916237957565245,0.219822925784362,144,1,1,901.9272097257051,24,0.241252512188881,850,excellent
3508.478444396329,18,3341.328379793307,0.1588217834619338,0.7243031543183909,0.18252464879863123,194,3,0,1857.9124365631217,36,0.14003186174952864,850,excellent
4905.903679275842,27,586.8523257245218,0.31868240468111503,0.8229767878279827,0.3048012612662029,51,4,1,2417.408379604914,24,0.2338774066396752,816,excellent
3328.5888318392304,16,1198.9090038157444,0.3880997330676644,0.9341476054183679,0.046851963520858894,34,2,2,1342.2095627580993,12,0.1629759929122442,850,excellent
3479.3558884546824,24,627.5756142796002,0.2482069981668262,0.8392964608554068,0.15259375388115606,156,3,2,7029.720751880209,36,0.10858435167092231,850,excellent
2410.188370689861,24,1246.4665937420834,0.6254737116726119,0.9626266229295672,0.3688323079216082,19,3,3,9936.374176627436,24,0.221560037146045,745,excellent
3079.477656230078,22,1886.7318854921493,0.07284591804135074,0.8872463412182949,0.040049106140903484,104,5,0,7054.031733664341,6,0.1725401744301713,850,excellent
5214.379641309052,22,7675.261233256769,0.4339975972367575,0.7844854617983472,0.14101399765448414,57,4,0,1091.1723036046487,36,0.13469728651448645,808,excellent
1326.4598528684824,13,811.5345250539906,0.3759016036821138,0.9004397877232079,0.1464629824529473,212,4,1,2604.047135323008,6,0.11310538658941868,850,excellent
3364.334581210822,13,1912.8135931943705,0.15118685267004714,0.9129895244034656,0.06758427438528453,128,2,1,1784.4475547657767,18,0.18895530518839712,850,excellent
2718.6546853596014,16,1699.5352769778892,0.5102727451933469,0.9975236696831962,0.4502197985356089,17,2,1,7646.301835028268,12,0.17996128503698297,777,excellent
3515.1825980891354,16,889.9186882388008,0.3946702317502719,0.9233817378742826,0.11422903231799171,88,1,2,3096.239711100731,24,0.18423416477400995,850,excellent
8836.009281984563,16,2182.1597105323176,0.33085761280665643,0.9088489520052769,0.4056571287195902,25,0,2,3169.8265088982835,18,0.19967768848581047,794,excellent
2912.2619298422724,15,1404.590811934803,0.07786591025888417,0.9439225939703889,0.035314088214482904,128,2,1,3709.2188017319777,12,0.13388352293666508,850,excellent
7667.050646419452,17,1050.857141265685,0.6761997837809466,0.8495719952537186,0.21717851630125992,205,1,1,2038.1360113566486,12,0.13000303784838524,835,excellent
6311.662305423772,20,1511.3144190756484,0.3297106813531199,0.975675226822097,0.09496908880046505,36,4,1,1260.543570300963,36,0.21324835467802958,850,excellent
3695.784626367854,22,862.2028707244082,0.4283674904985062,0.9776345012995081,0.13100515291776038,45,2,2,1350.3615568672942,36,0.12194644246696291,850,excellent
3803.028132910846,17,5574.418916060225,0.31420113827122487,0.9838612614851264,0.34476790938565144,63,0,1,7185.664563293585,36,0.24067241819926644,850,excellent
3986.2948566129226,19,1074.5205504143532,0.511219990979817,0.9807227013801063,0.3849819147994631,39,3,2,3250.16038868164,24,0.14633364547550476,807,excellent
2410.0773018009786,18,2098.772236452623,0.19793985956795646,0.9390396783811175,0.17050898627090677,203,1,0,1070.0487185392667,18,0.15912634580321813,850,excellent
4981.166519494892,18,2490.069323742697,0.3294684353530964,0.806078618449095,0.05224170327754146,222,1,0,4428.108364524846,12,0.1990322936057019,850,excellent
2680.2117362588006,28,1907.746571587215,0.5413930468709087,0.9132899475970029,0.31068317959059133,17,2,1,1672.913695256037,12,0.15607546524284388,812,excellent
3706.6032410351286,12,1750.3508190719206,0.30614351352421293,0.8904714515375349,0.13434871890940642,175,2,3,8287.017212879478,12,0.1260010494453667,850,excellent
1214.4161365833047,21,7449.632867396235,0.5119972899125456,0.8940669311840755,0.17899696838939738,101,1,3,1533.2022760745883,18,0.2466575455777645,843,excellent
2364.5869992445405,21,777.5532178078901,0.1750461268583328,0.8462612517388648,0.35383580463977676,165,2,0,18235.25612748603,18,0.1415632698324305,850,excellent
4757.842944137249,14,665.4311669137344,0.2370217611379408,0.8488138290897176,0.1632597727820966,58,5,1,3656.5913908869607,12,0.12749083547201853,848,excellent
2076.145549535424,25,2384.9270428830655,0.24863359017979567,0.9841188526897695,0.2248743360711441,51,4,1,1136.8792547643113,24,0.10762934439350366,850,excellent
4302.633458197919,18,1300.0036750222116,0.3822631021012008,0.8526674362477241,0.057154097392342174,180,1,1,2668.353475403509,18,0.20669169078310592,850,excellent
2825.342209620473,26,824.1613816227857,0.1499315146020864,0.9997120749807931,0.18149442523631518,53,2,4,1700.7217125060145,36,0.23102455515526707,850,excellent
5973.42106852507,23,2349.516945617096,0.3390632530336805,0.9735326614499078,0.05134953254880272,177,5,2,6162.156526078169,6,0.15488850390594308,850,excellent
6829.262617488234,14,890.7401975867915,0.3920238089771157,0.9868903264913026,0.11891660126566275,185,1,0,3219.0786513080598,18,0.24477049008376045,850,excellent
3979.1060375067664,26,2472.937458672364,0.19683478338135207,0.8840214786954351,0.10834034701170756,25,2,1,657.6962839564497,18,0.14173248226993815,850,excellent
3613.984895749399,17,1064.8581435530873,0.6971358927819656,0.9831585198515913,0.014365959429120972,111,5,0,1396.8984983356918,6,0.15733864973139589,840,excellent
3715.3124446815445,13,484.5483388719286,0.38354347053021076,0.7443823926396405,0.15959423884425525,132,0,0,1142.782983439438,24,0.154921523227267,848,excellent
3602.1191901424913,26,1134.5111102115818,0.22215605335761504,0.8701244623241988,0.42065081064379095,124,0,3,2612.8356650194055,12,0.1752036705521983,850,excellent
6606.625522340096,23,12916.638102005281,0.6886158012128483,0.8338334888254599,0.05181126746881207,216,2,1,11960.01182282235,18,0.2216381598369629,838,excellent
12739.113499153966,18,4330.61401834414,0.34722701154566454,0.9895276405014997,0.11685182607260715,76,1,2,972.1019738884103,12,0.19946029179272226,850,excellent
1869.2067773319516,18,2517.21615584163,0.10789643405182717,0.991198601878995,0.05784812354198041,136,0,2,3016.2757637455593,24,0.20644624708752282,850,excellent
2177.3496802342625,18,3643.9710827572117,0.08761914448354972,0.9604891908713655,0.16672932870473892,107,0,0,4455.452252153967,24,0.20132614638043364,850,excellent
7198.189622322053,22,1447.461849099707,0.12320763382607232,0.9014588296465792,0.11817327150927484,48,2,2,2884.0036680664653,12,0.20752867958621096,850,excellent
2056.7096000773195,14,2151.503112063106,0.17782509119756962,0.9822341443336086,0.02034265238019689,26,2,2,1057.702556270985,18,0.13229021026154095,850,excellent
1833.5096809649135,22,3622.6386021465714,0.09779399111150672,0.9097244823274052,0.044031708803129836,136,1,1,1827.8120183944843,24,0.11459148295023235,850,excellent
10484.840361032338,14,3108.804084879384,0.12635733798821794,0.8909198850211362,0.07640130056692536,158,0,1,3303.752509882785,6,0.1825277865891844,850,excellent
3174.3639395189375,19,3199.601766597798,0.4307483330093052,0.9866478595061013,0.3882949529272281,37,3,0,5589.514930686151,6,0.19578855586520144,830,excellent
3212.893745320036,19,3894.5602297337346,0.2452542589550024,0.9600655757523955,0.04527510561028015,124,2,2,2108.055325574941,6,0.22619196478788403,850,excellent
2823.082917753781,17,9619.46289222246,0.14554674348385643,0.6067332931667243,0.08394785281230156,103,0,0,1126.4627282690394,6,0.12312814563644497,793,excellent
4869.12907170196,18,2410.558364101019,0.27379284894123695,0.9632914714691159,0.15153350430806914,13,1,1,3411.2549563297557,18,0.131258919157392,850,excellent
2066.1659271534777,28,1486.3391363451722,0.32572187939544983,0.939416543836024,0.30319504203217107,41,5,2,3982.200521051581,6,0.14928776699402693,848,excellent
8841.347819631234,17,3096.7307499256463,0.230279705034951,0.8689637362031473,0.1870265617513989,137,5,2,1397.4729770416288,36,0.132531782939254,850,excellent
5305.626615611279,25,5329.742613424728,0.4140781093937428,0.9928908692433255,0.11095600629270602,192,4,0,3987.2009217354794,24,0.1774423880704259,850,excellent
3547.8600011181325,21,1388.195957169021,0.2127292707276809,0.7102917533430595,0.11406168473200672,65,3,1,1156.1859659595598,12,0.14188833230771117,845,excellent
2763.2068883264274,10,3629.260787283909,0.5848113648824204,0.98309968244748,0.035085836128698596,107,2,0,13567.95216084697,12,0.15028890357583566,837,excellent
3843.4607243991068,15,1462.9969665570814,0.10145161923633433,0.8056109465131358,0.10374187691474171,153,1,1,3192.5294465944553,36,0.22113293980205373,850,excellent
6136.346587421078,24,4843.670709207479,0.3656099174480287,0.9900385355719046,0.06385107589710878,36,2,1,2848.5034262422946,36,0.24050164335648938,850,excellent
13476.750766064726,20,1634.2139379424052,0.21646399016433052,0.9315202848575382,0.06252475534283668,139,2,1,3686.9500993274655,18,0.22886746246270737,850,excellent
7741.7588872310325,17,1803.8931966391738,0.05245995971646777,0.9223609707535473,0.0539886627839607,48,3,1,2951.987690445888,36,0.2450568549989166,850,excellent
6041.763651187881,12,2765.0569895913427,0.32089702433351364,0.8805120594315771,0.41697600156743136,7,1,1,1748.6806757054353,12,0.20754361052682957,790,excellent
3720.163397172612,21,1464.9820260787624,0.30353535239819157,0.989631147313843,0.2522890958812418,138,3,1,3058.8909380621085,36,0.22686273195828627,850,excellent
6742.9467074814165,21,1540.6984483692365,0.6714691723177991,0.7644376976338416,0.08400545600940695,47,2,2,2978.81735175629,12,0.2425370670675584,733,good
3061.911213432501,19,814.8402255606617,0.14190298774805893,0.9966046282012025,0.1737151742529045,220,1,1,5849.98348822874,24,0.2102578812263741,850,excellent
4298.15737207669,12,6397.814416437962,0.5944504832050737,0.8091615954438053,0.2030483367138076,172,5,0,2307.3877257028835,18,0.1164324551606476,819,excellent
6537.747487104522,25,1772.6908334883544,0.2991238985968168,0.997960792254298,0.28018548982628316,106,2,1,3546.2766952796474,24,0.12706380601986603,850,excellent
4931.442624625455,20,685.4949348599843,0.15867500388682768,0.7783570400144945,0.2588239161205139,113,3,0,3987.6426338816627,24,0.11147870392967903,850,excellent
2611.4306805880465,20,1118.4612585589277,0.07213824517125633,0.8963354678847221,0.08436576222322553,75,1,1,1573.3196140115608,6,0.19415237087659223,850,excellent
1691.9095193916621,20,2378.7313926011916,0.22064207338979389,0.9702808872829095,0.25366104161882386,49,0,0,4602.857587454273,18,0.19713561234648003,850,excellent
