days_until_expiry,voucher_value,redemption_history_rate,beneficiary_engagement,notification_responsiveness,expiry_risk,will_expire
32,2000,0.8740508620745273,0.6044263036875246,0.48376057873796857,0.3695579815083531,0
31,1500,0.6927987208155697,0.6396084801545917,0.6432512056257431,0.31886243499356265,0
30,500,0.4482915306868995,0.23606494861910868,0.5347971929892559,0.619794809735354,1
23,500,0.7607419997130288,0.6138888456729005,0.5692431495712102,0.4021740090145355,0
34,500,0.7505615823418458,0.5152153400656773,0.567421575290879,0.38296075344928376,0
40,2000,0.8284188563357484,0.5845620723838428,0.181319785630041,0.3962349916799139,0
55,3000,0.8556136352807818,0.7816380913546944,0.6672948437123586,0.23515249365242447,0
17,3000,0.7630855604769842,0.4467085352650782,0.3722104344958056,0.5144486189084838,0
15,3000,0.6935097168537132,0.5263968875379368,0.7062903314925317,0.2996013464803825,0
50,2000,0.665596600120724,0.4333387156416581,0.2919457590526853,0.24391129360029146,0
44,2000,0.7260705085453142,0.3233370020563476,0.5081937045946426,0.45234233452209893,0
42,500,0.552457389494985,0.3696694398097391,0.7030513263910046,0.4573583579100923,0
35,3000,0.8071208150383229,0.4373501425489048,0.4443689997334967,0.5743390350611421,0
47,1000,0.6155143082640945,0.6697273492556919,0.6151693055984622,0.30550644164071605,0
35,1000,0.6811508562873292,0.41793435070013296,0.48617520746390314,0.4278580949764237,0
8,1500,0.8019680009002468,0.44373551663463184,0.12970315662571777,0.7156682641309505,1
9,1000,0.43102261196800234,0.4267135160948042,0.689466219642566,0.5239642638762676,0
25,2000,0.7534156756908899,0.49059557006684834,0.46415924777176487,0.4639392588573833,0
59,3000,0.6621008541475291,0.8209131317699642,0.48260059896026114,0.3242900351022853,0
9,3000,0.5594702556928294,0.49962997777999557,0.5109367775201193,0.483669648191885,0
44,1500,0.7692859902931407,0.37241200031898564,0.1849119729221313,0.47220397845088846,0
23,500,0.8471197361232656,0.7520393106168967,0.48019369047387295,0.4537304152999189,0
54,1000,0.4366508136925047,0.4480076001477072,0.45266633779262977,0.44835708408336794,0
59,1000,0.7127723053523,0.7767383654701019,0.40542144663395124,0.40554552781599396,0
41,1500,0.6479246548464569,0.6668475376172959,0.5143830704696187,0.2838641709296237,0
30,500,0.6052616946347127,0.5542522406557486,0.5197679569178342,0.4288998532818579,0
23,2000,0.6892713435917787,0.3516473848184104,0.5713552207485999,0.4539662527105674,0
35,500,0.7887197147369941,0.5941804886393222,0.33509421446946547,0.5651834082011462,0
20,1500,0.7478935974674196,0.5783459735044654,0.6815005698034934,0.3213079238104927,0
30,500,0.7029513774497194,0.2385340802596953,0.5267864832671796,0.33241710557195636,0
44,2000,0.7715412520863811,0.22769683317509998,0.3250060382196243,0.464028362406195,0
58,3000,0.7293217937961449,0.4373394802263597,0.31957631924346364,0.10999370513405238,0
59,1500,0.8069723106329012,0.47804206724181897,0.5945222632212968,0.4533811309044853,0
56,1000,0.8301308678181727,0.7119596261757252,0.5057394812925639,0.18138003204695383,0
21,1500,0.5983061694607854,0.7510930610288401,0.577010175054921,0.3162235309475525,0
9,3000,0.4928602615848515,0.5805993105285516,0.7250472442127389,0.5611634144424352,0
35,2000,0.6054988108938915,0.8275664283607617,0.6353963383238737,0.28566976688995116,0
50,1500,0.6618188109075942,0.30486050707815565,0.7197552865487992,0.4935071911345814,0
47,2000,0.6987552388832344,0.7637667919954959,0.4895808668087673,0.24000924742633598,0
15,1000,0.7156698149409422,0.5646307837215627,0.6258620021100788,0.6283407657412926,1
51,1500,0.39854779770498844,0.5983821330692988,0.26673119693089625,0.4731294963804298,0
58,2000,0.5277114149939743,0.7240519180143951,0.4323163464249847,0.16229644918198238,0
34,2000,0.7775855400925864,0.48880077579434905,0.7331783486361333,0.46061742607693873,0
50,500,0.7356912661525647,0.475049392775527,0.5548689832217868,0.2673269320146761,0
31,1500,0.49473568590365363,0.46813657682087406,0.6486107273690734,0.5670162359751192,0
12,2000,0.6099032688159449,0.6917984372366819,0.5606650969613491,0.6770100021834113,1
45,2000,0.8477908288206167,0.581713234540094,0.7933984350875859,0.24073871960676402,0
55,1500,0.4579045652892475,0.7832279410113209,0.36883691431826104,0.35827221933691067,0
35,1500,0.742031632375774,0.9098923380725378,0.588088646371933,0.4338876634465048,0
47,1000,0.8293485922272357,0.8123346276070231,0.5722523324598532,0.24485042229661153,0
50,500,0.790517696561132,0.6527409887223548,0.5755393102406565,0.2487074665589131,0
4,1000,0.7419013534084544,0.8501871203784245,0.7052429254591553,0.29835838334493237,0
29,1500,0.7360916755696918,0.6481769186631805,0.4683969691761305,0.3090556839257357,0
58,3000,0.743703237417509,0.5607460829814349,0.3630631395543728,0.2825621303987698,0
39,1500,0.826925075025316,0.7992934180539701,0.4272924313777384,0.30312395293163164,0
31,2000,0.5745024849340138,0.5475791654287473,0.4462915599916558,0.5375352459877,0
25,500,0.7061230372645031,0.8153612894850957,0.5730148470358913,0.4884914685643129,0
53,1000,0.6906670092402607,0.5413549685649124,0.48377062708362606,0.20345532183211357,0
23,1000,0.6431263698663999,0.7364287918698964,0.41026875155416315,0.28385811262991023,0
7,1500,0.7221163970909701,0.7573869395028565,0.30042101266009785,0.5403429834532548,0
10,2000,0.8892580272980716,0.7242339262554561,0.481781051815463,0.5456396300797526,0
28,500,0.7665927961940142,0.6723517608432842,0.5944038626192304,0.41878157167698504,0
47,1000,0.6431025338400075,0.8993131948606491,0.3295887898528573,0.3222102476490849,0
8,1500,0.6350109381863439,0.6941567113112853,0.6841463897736317,0.41753143438514034,0
7,2000,0.8779617417320892,0.7366561114701157,0.3438717125442217,0.5562633886836472,0
33,1500,0.8332324740518746,0.615105141611512,0.8320928241030225,0.40653396200111747,0
43,2000,0.5519988290501031,0.4654756447306969,0.4954709294846712,0.5737027063021111,0
7,500,0.5790726936212582,0.5381183986137704,0.5973950828342849,0.5978936289764039,0
1,3000,0.7511590677787344,0.6568274686653879,0.43455155666969486,0.6220077267678747,1
40,500,0.6485597363614799,0.5086811502527714,0.38118275858255235,0.49168817974377577,0
25,3000,0.8743055254342356,0.5205018182584772,0.6873575993391998,0.2995525814624934,0
8,3000,0.8995090590220401,0.37764924995663546,0.4701917434799167,0.7214062002242139,1
55,1500,0.4679170134475802,0.5495109232488682,0.6596331271522792,0.37211227510845785,0
29,1000,0.8158997170864224,0.8797460455417935,0.2879410212049088,0.40095365146289275,0
18,500,0.4241733220650295,0.785619995974013,0.42406720676977216,0.6716058453713829,1
54,1000,0.700515721597704,0.6454886738044481,0.2678717809678475,0.24964673214389163,0
7,500,0.8578109478369191,0.5142435306146412,0.43240092558667026,0.673550274200256,1
7,500,0.6379240629752395,0.6425785116028762,0.5257162170606365,0.6096184684107805,1
45,2000,0.5729873802469593,0.34363030297413966,0.35155445441068955,0.5768876541406062,0
19,3000,0.8853846637089501,0.7417860061900897,0.6261189220707368,0.35288742417181534,0
47,500,0.46038005995721426,0.7302151918164644,0.4980064989518994,0.26149575246419166,0
36,1500,0.5598498052913915,0.6070098688851866,0.28851825557062455,0.3837241069929166,0
58,500,0.5893476972509,0.5799433110400688,0.5309125736924758,0.2994163557657714,0
43,3000,0.8132079442221504,0.8976827717532241,0.548982271764501,0.2945774581521362,0
54,1000,0.5463389227236709,0.6923446942588388,0.6103973177929086,0.32640283458148295,0
36,1000,0.5744330346760957,0.6285756234864437,0.6453523581943803,0.15886439497662094,0
19,3000,0.5265543096625052,0.566761095712214,0.36651442961866426,0.7398347341474065,1
55,1500,0.7965914909290992,0.5769143295283763,0.7514795724084096,0.13093814625849445,0
48,500,0.9163435714746098,0.7549477867915563,0.6479234270711568,0.28284046197479257,0
22,500,0.7234321252196423,0.9069694484073646,0.6977380566495852,0.18821144412371277,0
49,500,0.46836900663000797,0.487104535035271,0.6332536127408318,0.405059862812679,0
20,3000,0.9526961436173209,0.6081530471942,0.6265870945540739,0.50801333123718,0
38,1000,0.6710549525846567,0.377776701035486,0.4744973694671774,0.4446643420277156,0
23,3000,0.7525347215541025,0.418911472181262,0.5748550775393261,0.5194721542677005,0
8,1000,0.4871766309404425,0.6745610228874177,0.39459215445749163,0.7607750409192834,1
19,2000,0.7193540448532464,0.7129691667866911,0.6081441411816201,0.6588541920104812,1
41,1500,0.9003198279448307,0.5692618080148796,0.40995872392537774,0.40348432601021783,0
53,2000,0.7440528464026109,0.8775770833384906,0.5059280419864735,0.08926528502943706,0
25,500,0.5232936698535672,0.5388381743678613,0.6007325373538004,0.4591156299290071,0
45,500,0.7715622967962025,0.6593748721716992,0.6043822741919753,0.3215073470275769,0
28,2000,0.8532958289851026,0.4294916404472538,0.7786762090588467,0.22367780617205005,0
53,2000,0.7199708760130525,0.501122690469353,0.5969153025060001,0.3599972854136771,0
22,3000,0.6242521672467137,0.7120456773266888,0.42823537823666685,0.5116124918113714,0
54,500,0.4601013356729269,0.55515312166479,0.2699741671003249,0.3056601152356825,0
54,500,0.49665306699558437,0.3911772655179666,0.4468598695561195,0.3695574667650606,0
42,3000,0.88186102828811,0.5159009222974875,0.6108120487996497,0.29035073576283843,0
52,1500,0.8642010311989536,0.5237111754444146,0.38492257543225744,0.3947624353098591,0
24,2000,0.7826811228152325,0.3941842555899313,0.6574890213478457,0.3438567664534974,0
22,1000,0.6485273348020962,0.531253514412811,0.27057176858231596,0.8242462866910609,1
27,1000,0.7099877679868428,0.6923700550515013,0.40259883683806247,0.46698374179695734,0
15,500,0.63625237581249,0.40009644007532236,0.5727792332564324,0.4208408829387208,0
47,2000,0.6621937584015857,0.7030232275845951,0.5204421170675921,0.22161565338056227,0
38,3000,0.7431831524798043,0.6033617475961707,0.7298084282889311,0.25907102606347154,0
39,1000,0.8304122489899409,0.41232623075066915,0.4400771032991793,0.30337467188841943,0
29,2000,0.6822183744184478,0.7766196198335822,0.46656273181676045,0.5468271645841551,0
38,3000,0.9247315578126776,0.5762256026797056,0.2975986936239452,0.3805474919089042,0
49,3000,0.5186915260002135,0.5343327453005612,0.653820092269873,0.4595375629307431,0
12,500,0.8024401265219813,0.7158261152016718,0.2699696216543314,0.5407745877823054,0
42,1000,0.8283093262472742,0.49662514540949076,0.5579473352911413,0.3480833131067135,0
40,1000,0.37610146562056224,0.7713295745371204,0.44532367540310064,0.3438179912836612,0
42,1000,0.44335926445920587,0.763125310809702,0.33231172288780003,0.3830247955428914,0
53,2000,0.5865262339399947,0.8355686711690083,0.3929342972635674,0.3407366477988894,0
32,1000,0.8494734065986489,0.6384377656672723,0.3814151396724737,0.3424282613440849,0
51,2000,0.5083106782051152,0.6393309089932723,0.34461140835167275,0.3274157093924567,0
14,2000,0.4545900024258667,0.8468837399198734,0.3406461810474052,0.6336057160044368,1
38,1500,0.715602630559529,0.36645371444074754,0.5413043473433489,0.3307526602981604,0
4,1500,0.759340485951987,0.7024167985882159,0.5583508804774948,0.4582161860002678,0
48,1000,0.7517849127661793,0.7272459262929084,0.7843507759928102,0.2687681916030038,0
34,3000,0.6520431359139636,0.24573286864376997,0.4603675103459163,0.4352656704180554,0
37,3000,0.7102746885525267,0.4370576147057921,0.4769102731865259,0.4631868448382907,0
31,3000,0.7821958845961817,0.5682901581295443,0.534886718596402,0.3471677910596237,0
7,1000,0.8139924641508565,0.7843005937022927,0.6561799245322922,0.27882438170486534,0
35,2000,0.6458923240649934,0.7329228632589166,0.4172496909711344,0.1374664734717263,0
43,2000,0.8562657896255261,0.6045090477729019,0.3210411710605053,0.49812411005371104,0
15,500,0.5712132159970804,0.6496705644077105,0.4790300641780199,0.613322182076957,1
47,2000,0.9488631149212494,0.5286065643623024,0.2959273208827469,0.3121120020576736,0
3,2000,0.818764214932299,0.8149780150453827,0.5126430492745353,0.4710541908475961,0
16,2000,0.668249943436807,0.674288246738471,0.5856303661752841,0.6207665913233202,1
37,500,0.8246335878512151,0.5662979325506698,0.6045794279799017,0.3504528119522659,0
26,1500,0.797639237027903,0.5049439423530062,0.46277146325610635,0.42373645228474727,0
55,1000,0.7328360354882386,0.7583005976522826,0.6783585357872581,0.22241291000311275,0
48,3000,0.3609311721475957,0.6971587409048002,0.5625123538624895,0.4504323030390127,0
2,1000,0.7535064161376855,0.711778259077744,0.35672279842975463,0.48282552274395163,0
29,1000,0.3953816796747674,0.6526595367605962,0.3240374191321533,0.5779536929902938,0
31,3000,0.792148390142611,0.48798914500472446,0.48332639267524335,0.4600703956142822,0
42,3000,0.74807391717689,0.5281948788552134,0.3867637815953525,0.41711299049340395,0
46,500,0.5771200551523091,0.7568728784667831,0.46668011485284816,0.3070724777625305,0
14,3000,0.8268778221528817,0.830940594217658,0.61355720649494,0.475649437887241,0
59,500,0.4084341993737323,0.3811733210030137,0.5466267830250302,0.1928257151119578,0
3,1000,0.8384018478442933,0.41052480720416784,0.38006464412209606,0.9914272686811759,1
46,1000,0.8178064274424603,0.611610345101806,0.7703880101335491,0.16536199907101934,0
35,1500,0.708577934914878,0.44400699387726256,0.4233267506883794,0.3928212234098713,0
30,500,0.6506722924928571,0.7993391654429872,0.5018564012580857,0.4928966975854006,0
51,1500,0.5483297982503099,0.46626025457964254,0.824889126290246,0.1792987121863528,0
13,500,0.9396379290536139,0.905412130885268,0.35287309151546875,0.40684479662502454,0
18,3000,0.7913139215514504,0.3770084423825798,0.6100560393049133,0.669194563959693,1
53,500,0.7001444523574014,0.6286383185896591,0.44358494484832833,0.23980139264856642,0
51,3000,0.8691924635367467,0.6233588189952306,0.5129685501886897,0.29899269421713526,0
52,2000,0.8465520917253027,0.8482083089547963,0.3983670150914854,0.2610332406704738,0
50,500,0.6862528167181472,0.7470004857475081,0.17511236981033335,0.322720129119205,0
4,3000,0.6360005112250404,0.9107569336154667,0.8054805136479524,0.5918551334413172,0
8,500,0.41712863354081825,0.42347474950007985,0.4517359691300806,0.7709661742507323,1
52,1000,0.8895282376380853,0.7219321385915952,0.6484932462641871,0.3038622666486953,0
51,500,0.3485686105484144,0.8233640721542208,0.5295925262459863,0.13696407023563661,0
19,1000,0.6269475566610256,0.6987983040237664,0.562742120126518,0.4218613209137355,0
25,2000,0.41430579251467853,0.7346790801281133,0.5620712058939682,0.6994655224272723,1
24,1500,0.6252475566982145,0.4427377845301145,0.30499932960099324,0.5760935376237059,0
29,1000,0.765520233208228,0.5884885187116442,0.25486483492177975,0.43751166560475346,0
48,1500,0.7428644259306106,0.6171025331416942,0.6555908078640541,0.18618326033635715,0
43,1000,0.8245476146754792,0.8404454108222329,0.548071366994189,0.3018718708272514,0
8,500,0.6285625156475118,0.5927546452351571,0.5838103517697144,0.5333587632622252,0
27,1500,0.609313117144664,0.6534572269772918,0.4508648086201691,0.4245442293991123,0
7,1000,0.7262891145842403,0.44053775516799665,0.7214676427956348,0.6268276092352915,1
54,1500,0.6673271970310517,0.6384241087399102,0.20838653713634853,0.3054590277124753,0
47,1500,0.9716131510876319,0.6247314064361084,0.7695676126127154,0.19242900893334403,0
13,500,0.8045721312221304,0.7636327518009861,0.7758328152973415,0.6035908946522266,1
45,1000,0.8212081715723132,0.7986919864897157,0.35919419569985844,0.32395531471941913,0
59,1500,0.7205682117137144,0.39793738710847626,0.3911400909034558,0.20356850276849986,0
26,3000,0.6045560626604819,0.5651044870475087,0.48696587046603623,0.5080096037653977,0
27,500,0.6080223071612956,0.7878076847747361,0.7961976146313896,0.24718076372980954,0
29,3000,0.7373870657333208,0.7022392170220338,0.5294062741726382,0.2538544114375816,0
34,1500,0.4773410595707671,0.28394519192964796,0.431284323608641,0.7419714885144738,1
55,1500,0.5758301700563202,0.7214432364033541,0.37578966682383813,0.26243054771448404,0
56,3000,0.7180475467763143,0.6084254660708664,0.36827619573222115,0.19743439184529418,0
23,1000,0.7701848576949459,0.6563276106600826,0.5383045054795371,0.4893913991121787,0
15,3000,0.8569467504865118,0.3451426163095832,0.5126548331082067,0.570042766619963,0
2,1000,0.9089898607873282,0.37639534009631154,0.42802920458203936,0.6033722131921903,1
23,3000,0.5282205898952053,0.47668911055238344,0.11915451580872567,0.4450288474046595,0
35,1500,0.7958520955240472,0.5759576928697412,0.22337179563840523,0.45473696274658015,0
10,2000,0.7899151215806972,0.632800546267599,0.6452432450128901,0.5719884979251888,0
48,1000,0.7347678049372581,0.8400726396477666,0.611811131938977,0.20512556845572633,0
34,1500,0.6412415073379234,0.5664780164485445,0.21887720959476759,0.47784695480731576,0
24,500,0.3352428314888565,0.7635566782425547,0.5488500792985289,0.513659987456156,0
59,1500,0.852637172380119,0.40966678753734603,0.5233573244478175,0.28152149652853287,0
48,2000,0.7186557801948603,0.5780988626524746,0.6980263822580155,0.20524309519379688,0
2,1000,0.4677858099488632,0.6928028533339085,0.5603074940496543,0.6975619630570548,1
52,3000,0.5966098603792841,0.7212700654939573,0.45063059334525224,0.24089004556354204,0
55,1500,0.36130034025673974,0.6349919147962332,0.5915710310397566,0.3462459856044714,0
20,1500,0.5697868443156924,0.6192126750480487,0.483023180137705,0.5115545548723608,0
59,1000,0.7824217372436202,0.4394203894958629,0.5255385561209253,0.24194265268641507,0
4,1500,0.7421236356549529,0.6779264789595343,0.5861828848798286,0.46176289347176214,0
