amount,hour_of_day,day_of_week,transaction_frequency,avg_transaction_amount,distance_from_home,device_score,account_age_days,num_failed_attempts,velocity_1h,velocity_24h,merchant_category,country_risk_score,is_fraud
49.32678657394222,10,3,4,271.1012906442586,1.0946411886082972,0.8245983812258959,1052,0,0,9,5812,0.18885295778080907,0
766.4251894449881,5,5,19,179.6335819729008,41.6872184405938,0.5016931881976271,13,2,6,20,6211,0.8864718555024104,1
530.7328053355033,7,6,8,306.1950368541892,4.751601773676752,0.6106987853841273,1644,1,2,8,4111,0.08111159514465568,0
1219.6394557234398,17,4,2,440.7617698725988,8.33328070124536,0.7995380116663486,514,0,3,12,4111,0.19685878207058774,0
188.86933908805972,11,4,4,268.30216127385177,2.2872285987210135,0.7620975932333519,935,0,1,8,5411,0.23195727113944195,0
283.08671865285555,11,4,6,143.25760163848886,3.5450641395230114,0.5440059648483315,1120,0,2,7,4111,0.25340150240077236,0
499.7902100751797,15,1,1,267.0598872484999,4.785433950090512,0.9418849057477513,182,0,4,6,5812,0.27415874902144,0
274.35229791709844,8,0,5,422.4563826232078,0.2397751941314487,0.9169971879684577,1004,0,0,5,4111,0.13499982507749134,0
1111.897287338034,10,6,8,329.0818019574968,1.7285495809998392,0.8791494151063467,939,0,3,8,5499,0.10710314343551741,0
412.15651801845837,10,0,7,475.5422455673127,1.7989481481400778,0.3203647238087521,1209,1,3,9,5812,0.02947209591337832,0
261.8607249235069,10,1,3,132.20097191902136,3.483433691995373,0.7186909999003347,1666,0,2,9,4111,0.08366331395585291,0
204.6368261500367,10,4,3,765.3344782878006,5.243401769157062,0.8340283652743262,966,0,1,6,5411,0.40239143835095437,0
1553.691165198913,14,5,1,22.994426887551423,13.674011405709702,0.8555048421259255,1374,0,1,7,4111,0.08659066701767511,0
736.1503196027672,11,1,4,182.6963890262768,5.163965145870055,0.7756583307022069,1455,0,1,6,4111,0.028951560849841584,0
271.5203903948211,11,5,5,465.2370059753148,9.22059184447652,0.8019822763608608,499,0,0,7,4111,0.058188516498916834,0
37.27142040185174,7,2,6,106.03358579549563,2.585350946254172,0.6673421511996763,1335,0,1,8,5411,0.22371242581024814,0
429.5652684947041,6,1,7,113.76478375748975,14.956497067964033,0.805559187112449,1426,1,3,6,4111,0.04528683502002356,0
56.54222024326956,14,6,7,134.38115428524347,1.9846950923404751,0.6526274474066023,1140,1,3,11,4111,0.4020855280109603,0
49.9798795274825,15,0,6,115.9701393988136,8.94981532827633,0.9002118751882697,220,0,3,6,5499,0.3005701066538934,0
26.053602737810337,9,5,4,15.533266361506778,3.8845458432669697,0.8221724717723579,796,0,3,5,5812,0.10204123778043771,0
73.94207751614675,14,5,2,504.5169156907744,6.140703475234409,0.6576572205360792,1005,1,2,5,5722,0.3265833682780325,0
309.8949853160145,9,6,10,179.25391192540843,1.1188458791034095,0.8212195375482837,1127,0,2,8,5499,0.34503341244101676,0
174.9658905956921,10,5,4,432.5419916661138,7.323626049846618,0.566270498243808,1498,0,0,7,4111,0.18380809794316674,0
49.20176384426714,10,1,6,102.52707978165616,1.0591595906215656,0.9609040491051231,954,0,2,6,5499,0.08234839334823164,0
1751.0264454823466,16,3,5,29.958287527098616,4.109975800829465,0.806539316166119,1326,0,1,6,5499,0.08942308483717921,0
2683.2955146897993,12,0,4,70.71295912087655,5.932855756874965,0.9059731290188257,1232,0,2,11,5722,0.20016586478556722,0
28.68428585337664,10,6,8,261.3597041845247,6.849441504777203,0.8743719415965453,1323,0,2,10,5411,0.11143595892798046,0
73.33987369475187,6,2,4,955.0778425341565,8.234853137738115,0.8247856150487582,1056,0,1,7,5499,0.2469533580040659,0
483.0528516735612,14,4,5,23.847795036696983,4.0300568011883255,0.7954717213590455,192,1,6,11,5722,0.1445715731021077,0
78.58737356104284,21,2,7,372.1406953379547,2.0373256376008912,0.8184743795124202,238,1,5,9,5722,0.07236413741458096,0
421.66470278903677,16,5,2,80.18308239508993,4.308087139984093,0.7187373737418599,679,1,1,4,5812,0.2986109554227708,0
1472.2540817700049,7,0,6,167.72897396086705,27.125500334030853,0.9084236088725011,1329,0,5,4,5722,0.04591722230427396,0
190.96047402712134,17,0,10,328.99876236602717,0.3955614550991752,0.8641939984375406,1808,0,3,4,4111,0.3109618549572064,0
1164.9748344087918,1,4,12,184.06957112028485,47.595700663793174,0.14272060655661808,57,5,13,20,7995,0.6357688491001711,1
411.39416359763084,13,5,10,325.7982640177903,4.397882447260354,0.4849642444151133,520,0,2,6,5812,0.24848061894321796,0
232.43530829690275,16,6,3,76.39243223178507,7.423642073461599,0.8558392839243195,1474,0,0,9,4111,0.39232815616814753,0
473.4576739291486,21,3,4,465.13984952309835,2.187277508004709,0.546060675407399,860,0,2,8,5499,0.25034610890100684,0
842.4376324859372,17,3,2,295.3025626970457,1.9438839305915991,0.634462428709075,1386,0,0,9,5812,0.16248233913879837,0
83.55344164982961,13,0,5,278.94970273377186,9.441886703013774,0.7832678122317382,405,0,5,5,5499,0.3731209533270742,0
301.71817170688234,21,6,2,250.0525152438023,1.6375374299062753,0.7184434232825403,390,1,2,12,5499,0.17023439784602326,0
50.69344038092323,18,3,2,492.6325458498369,7.527543944699265,0.9434474065469783,971,1,4,9,5812,0.08038606377079609,0
522.5180751547456,7,1,5,88.28320395676239,4.569174238037464,0.7170665723389231,1578,0,2,13,5722,0.05693690549734591,0
204.17852753655333,13,4,6,359.62179436159744,1.0015596579775372,0.7289560031730893,1419,1,1,13,5812,0.2911860244852079,0
171.25959023789937,5,5,11,19.920542348155546,45.14504762699541,0.23491015111773367,85,4,9,27,7995,0.8800177472978127,1
158.17658667229972,9,5,11,335.7776566488538,6.393784910207211,0.7068338186748345,598,0,1,8,5722,0.4535572314009412,0
79.53461615723465,14,1,5,177.7014324187307,9.497267278896603,0.9282259434088345,784,1,6,6,5722,0.035094980679567116,0
314.93417485249654,16,1,5,182.9236854572024,7.766173766076221,0.9123637828711543,868,0,2,7,5812,0.1710472441883462,0
253.58710345728048,9,2,8,101.82050457505017,5.930316518989031,0.8172680040335911,580,0,3,6,4111,0.24330607590295497,0
171.23234192024924,8,2,4,285.43225727723444,4.16004498493298,0.989125721237223,102,1,0,12,4111,0.32797170769125955,0
450.30375565364386,9,0,2,265.5406735458711,1.4990849725367061,0.9073566862622814,1433,1,1,12,5411,0.10344004258722653,0
316.60527851245644,9,4,6,58.96386676420284,3.695414368795004,0.9738915373154566,867,0,0,5,5812,0.08473112655768776,0
606.9451824876058,11,5,5,317.1988130316971,8.503563510034322,0.782669333923814,150,0,3,5,5722,0.11393121222115295,0
108.06555254794392,11,5,4,13.939666225143249,4.634937516957411,0.6512865424589678,270,0,3,7,5812,0.23347427862619363,0
80.60246972789677,16,0,2,118.30925412232628,1.6757991029776522,0.8705096829807313,1251,0,3,6,5499,0.15715566349246435,0
398.21374306626296,20,3,6,483.9367208506482,13.31211537566792,0.5347317176473338,1180,0,1,8,5499,0.24922480563161378,0
262.93823490315015,20,3,3,141.43805296509208,6.98408238669171,0.9838199109959238,892,0,1,7,5499,0.3922528691583012,0
30.16132678365742,11,2,6,204.78666718503533,6.67718279548167,0.53513017436849,1693,0,3,7,5499,0.23276567977369486,0
54.49738347978462,15,5,4,62.39618823605142,2.8959806189482222,0.5763094439409462,1614,0,3,4,5411,0.3208615001720135,0
175.9474972044726,10,6,3,87.98806185434144,2.3510965485827704,0.6142512105726574,1228,0,3,4,5499,0.2304756557815732,0
497.51170805970315,12,3,3,681.7447540166083,1.4496380800726856,0.9199612710199591,878,0,2,9,5812,0.11968156497615827,0
1068.0995764280597,16,5,3,160.34315350587437,19.681889223366806,0.8560898846737277,1616,0,2,5,5722,0.09362365087956218,0
430.11517636867853,17,1,8,291.806846250176,1.814667237862027,0.5472670860074458,1204,0,1,9,4111,0.18433740561833503,0
874.4937590560403,20,5,6,21.187159885080764,5.813269862277687,0.8083533162780413,301,1,0,10,5411,0.1924701747982853,0
438.4490209754776,13,5,6,755.486677652897,2.3591132090503333,0.9582121344021406,1348,0,4,8,5812,0.27829343251492145,0
887.2220089159622,13,0,4,133.96794685065606,11.69152071457724,0.9821236422568486,1509,0,2,7,5411,0.019356602477739716,0
713.0935956006717,21,6,5,186.16377413342673,12.734312863558387,0.8615651654070761,1031,0,3,8,4111,0.4855176188214523,0
39.78155642614376,14,5,3,184.30631725567838,15.899437346484401,0.7037389431116966,748,0,2,7,5411,0.20488472883300146,0
43.26263560868318,11,4,7,365.72334478756795,6.964513940412505,0.9392516046429646,295,0,3,13,5411,0.10885342278988526,0
89.47558045725036,21,4,1,472.9610154542048,8.069579004065318,0.7434382376965751,1266,0,2,7,5499,0.15581956464789454,0
237.30236147150623,8,1,4,317.1767810737852,7.882940204598464,0.8623734098801,808,0,2,6,5411,0.04921281937441406,0
70.36861928439312,21,3,3,24.529645787667892,8.47712031703428,0.8967489238925601,715,0,4,10,4111,0.17449908840481948,0
84.5803167194184,21,6,4,88.16455327236086,8.88981916144183,0.5862690650887308,1493,0,0,9,5722,0.17852024214436393,0
1689.7765438136119,18,4,3,252.49403188517698,7.7142543866791655,0.7478266449183804,82,0,4,5,5411,0.19863387562764712,0
990.9993457845948,21,2,7,229.24706251246116,6.520812568400059,0.42308988340957493,1392,0,0,6,5411,0.2845398668774187,0
168.48976066490903,9,2,1,153.38401186375464,3.639317835960475,0.7664340842686722,122,0,4,5,5411,0.2617812928469122,0
1853.9201316939543,14,1,6,372.1843292900866,20.882067571636917,0.9231713172357219,1342,0,1,9,5812,0.2024929274426805,0
971.7785910649308,7,6,3,179.5894681521456,8.05072362458668,0.7694544537507371,549,0,2,10,5812,0.14644209988264428,0
394.5621693643392,7,5,1,458.09089723057514,5.316541354874998,0.9398912507112307,725,0,1,12,4111,0.17875572204637818,0
156.34703265628244,13,3,6,45.94941455744222,2.7660385720985494,0.7341080483535293,66,0,2,9,5722,0.23956799049915137,0
135.98100727080507,12,2,5,182.40180210778743,4.6136678847887,0.8593173988447381,1124,0,1,8,5411,0.13702445499755397,0
88.14111354483195,17,5,2,65.62833939632341,1.9925231767094282,0.8282517326621166,689,0,2,11,4111,0.10502461782258811,0
72.37688422900904,16,5,10,145.3560794842284,4.105214248559153,0.9328141688189172,1247,1,5,8,5411,0.13691998927216062,0
634.0871874773696,14,4,6,79.3220733630206,5.212146567201679,0.7913929892515926,1061,0,1,6,5411,0.5095887421136742,0
2705.15086176777,10,4,4,93.15724102511437,6.013912566516324,0.6655916615473423,890,0,1,7,4111,0.2530650597634208,0
248.86983966008776,21,1,5,171.02496227363866,2.834468225092199,0.5033028192594362,1366,1,3,10,4111,0.037636347275993964,0
566.00001473856,9,2,6,118.00328844759622,12.376453558517971,0.8852173967870407,439,0,4,3,5812,0.2529841348005009,0
248.5519925616703,9,2,9,151.72739986530826,2.4999930906796983,0.8745618551392051,1251,0,1,6,5411,0.33138971271501866,0
40.8148210302699,9,6,5,56.853617693391115,4.0044350436639675,0.8677618904393197,1700,0,1,11,5722,0.5421905941807658,0
431.4520649495664,14,3,6,465.27297797649715,3.170784689919178,0.7978391938675585,690,0,4,5,5722,0.06480134505517934,0
62.0781518344233,10,1,8,84.68365605579167,10.22923645123164,0.681140320795497,955,1,3,7,5499,0.5426750033932822,0
85.70926041779167,20,5,3,78.40230075856871,13.735072343208614,0.7694503368166975,1781,0,2,14,5411,0.3185052281107114,0
392.27709301287575,6,1,3,237.25336302415684,5.65139940717015,0.9144575125390882,692,0,0,10,5499,0.27811260678008376,0
20.449310008066863,21,3,3,216.24042844663416,3.486190282205352,0.8419008798965635,1385,1,1,7,5722,0.4050497803707414,0
105.23419445628771,19,1,11,35.74712227314662,6.052759566231966,0.6669936319242775,501,0,3,8,5722,0.14968410756985848,0
18.46705799922755,17,5,5,135.84493589828645,4.23153688884488,0.9652655057850554,1728,1,1,10,5499,0.1512862998219691,0
105.03838736187195,6,0,3,1039.4911285032765,13.959745661132084,0.7082958091804892,1072,0,3,7,5722,0.015261989038567502,0
120.3406323164144,21,2,2,313.7196181489775,6.677582028644707,0.68153642141065,405,0,1,6,5812,0.45405695858287975,0
2271.003137999084,6,2,3,31.485749541397524,1.595464621306523,0.9565976725402491,638,0,3,13,4111,0.0711278906182474,0
176.89464352633263,12,1,4,116.09777142722024,3.974079533880923,0.8210240513769685,1403,0,0,11,5722,0.09719317327371318,0
789.0708020064193,16,2,6,71.6417598970872,5.1694815583124125,0.9266477793376074,735,0,1,13,4111,0.23179014559392877,0
131.20019382172734,18,4,8,87.88281987770817,11.5042038988385,0.9520019577352119,233,0,2,7,5499,0.10617815856481191,0
192.89870148502922,17,1,2,211.02632575629661,3.758748771426633,0.9657492112075448,1093,0,3,9,4111,0.21889398751713393,0
150.61442467886994,7,1,2,194.92524985780568,10.131858352198568,0.924717273158874,1110,0,1,13,5499,0.21448482295951984,0
105.86454403606965,18,0,6,156.384004615595,1.401547815050587,0.9751236432131969,540,0,4,10,5411,0.2504707740488123,0
403.5287251375329,7,6,4,407.1104261845902,5.347345991568844,0.4709936912333516,1322,1,1,4,4111,0.0931646080330407,0
195.90989014287314,15,4,2,98.49420494783381,3.2208496968051374,0.8183737141990068,175,0,3,7,4111,0.27599401935152557,0
448.84132276096267,12,5,8,494.2307102589036,6.18030470529168,0.7450899298349001,1783,0,1,4,5722,0.16811999668857489,0
441.1783425155347,6,3,4,455.2293532866226,22.660603033562847,0.8074211194178232,859,0,4,6,5499,0.08448128232539875,0
338.50815746879834,15,0,6,138.79787566757471,9.006800016198753,0.622775027749939,48,0,1,8,5411,0.154128426941231,0
173.85048960670608,20,1,6,424.12930999417557,4.940738445307014,0.8368228243709105,1790,0,2,9,5411,0.5084639978251339,0
349.5309205478545,19,1,3,69.66852892829402,5.166067501220008,0.8315197694125676,1087,1,1,8,5411,0.16446292546783683,0
388.01774223180024,14,1,3,257.8310831870682,8.699247004884766,0.909930178734531,817,0,5,7,5499,0.1468660119416136,0
349.0950841363573,8,1,3,100.68608573613365,2.735913310011534,0.976009936215428,1231,0,0,8,5812,0.4266373572993392,0
337.53206496645925,15,2,4,260.8063366610891,7.365588892593653,0.9881963121287244,907,1,1,6,5499,0.3764080903219362,0
103.52500888710432,20,1,4,86.1687763053379,4.45843008757305,0.8131300997469479,583,0,2,7,5411,0.2326334984071241,0
147.13031831477946,12,2,5,101.51252364541128,5.08717758666334,0.8001708552996252,766,0,2,5,5812,0.23801910285227387,0
603.2427216631371,15,0,4,181.1172322127297,2.4351303132936275,0.8987145466326665,1165,0,4,8,5812,0.37469414234451015,0
94.429008949589,17,2,2,228.298851201105,8.864334844435621,0.7650643661702928,1044,0,3,10,5722,0.01685070336529992,0
290.96173569578184,9,2,5,116.33701352984028,9.224354478726623,0.757538731247158,806,1,1,12,5411,0.2665202196651439,0
68.76857523247848,12,1,8,360.7411527662169,3.6172228827101693,0.7226974583170259,1457,0,2,7,5499,0.42021774587956434,0
33.57327438884148,9,4,10,421.9709244654782,5.871306785083327,0.6787821349146055,1373,0,1,7,5812,0.1541511154735056,0
416.0395141955552,15,1,2,339.09971610740837,4.246786428346618,0.7393859001442572,119,1,4,5,5411,0.1479803024463881,0
58.645492456867004,19,3,5,195.24887067389014,1.9323966880869028,0.9262522158788418,1652,1,2,4,5812,0.237840503793046,0
139.5968406221567,13,4,4,163.67432222364846,6.114888092378419,0.6427452636354346,868,0,3,9,5411,0.27797286021606865,0
750.8334779984665,13,4,10,261.9996628391983,1.7452169074164918,0.8904872458370495,1568,0,2,10,4111,0.22029507458372344,0
66.46320199072467,13,3,7,487.8779281614945,3.163419991284133,0.7144505611629508,843,0,5,12,5722,0.1896535872436572,0
668.1985658271778,7,3,5,85.3208396777455,11.560547542332126,0.9419137104217121,770,0,1,5,5812,0.027407143748331662,0
652.4714898240421,12,5,3,82.99510493856167,7.826042571935789,0.9753476577714479,426,0,5,9,5722,0.07499354762134841,0
210.9297763280518,21,4,3,90.10900625852565,6.2541487276572925,0.7612359510758263,1215,0,1,7,5411,0.13890664001077146,0
543.7020754475575,18,1,6,85.13336024409541,9.702318167435674,0.8440066575971503,1114,0,5,10,5812,0.15096854880130994,0
583.4529831438812,19,6,6,594.5266967379822,0.7873079537003467,0.8372204386428803,1360,0,1,6,5722,0.19470799081424917,0
63.384163212511545,6,4,8,298.1682242671037,4.818120097159404,0.9206956473132167,927,1,1,2,5411,0.057118455415568516,0
75.60413643431302,16,3,5,204.95505706026827,3.7092099344633205,0.946909348087195,1299,0,0,4,5812,0.3586172272753989,0
2259.127196446469,11,4,9,184.24380718074787,11.834867367963717,0.8290325849987867,650,0,1,8,5499,0.670809415294173,0
50.261420866340444,6,6,3,100.56539614152604,2.611496941662144,0.8619215547726297,703,0,5,5,5411,0.16082913491876588,0
107.38978191516252,14,0,6,451.50297013656467,1.4691361279110013,0.774901995844265,775,0,2,4,5499,0.4665719135722642,0
172.42588642725673,18,1,4,269.50279815130045,4.236289460251978,0.9058758445188663,1247,0,4,6,5499,0.1306956845824325,0
74.98982810973776,8,4,2,90.10474066966667,10.388612940088427,0.6757863703580796,1300,0,0,17,5411,0.19758355302258912,0
96.47385842323555,13,3,6,531.6081964729123,1.4485498271723167,0.6605917805364316,883,1,3,14,5722,0.03296299941138285,0
431.435050491191,21,2,5,98.86880374604493,1.7879817725413385,0.8896566214483874,1227,0,4,7,4111,0.13570778312798043,0
208.27618373754666,12,6,4,306.70474475871873,2.0616785841168577,0.7088708452942442,113,1,2,7,5499,0.3069788843138735,0
2352.945158621673,6,2,9,170.69699850368863,7.2538161873845155,0.6193271921126782,521,1,6,3,4111,0.35539229239566694,0
564.4879945625045,1,6,12,165.1091366577413,19.14739299653886,0.17901481524838506,74,4,12,22,6211,0.6050462561172001,1
63.57154337127305,19,3,4,39.32503191634103,4.040253964387917,0.7881757862944541,860,1,6,11,5499,0.5150201374521417,0
13.983297218950096,8,4,8,80.42147941782554,0.9062627184569176,0.862632117015757,866,1,1,5,5499,0.12110604561721106,0
23.008769336124512,8,4,7,546.9525360486907,5.31698763943774,0.7933517128632708,1134,1,3,4,5499,0.24708900956256316,0
107.94468310138687,20,6,7,303.2795254022087,10.727161318939565,0.9445001040911745,1013,0,4,8,5411,0.065552008050316,0
478.3938463180717,19,1,2,243.8931224337545,5.169409490007917,0.8107702175042998,1124,1,3,8,5722,0.22017314935797483,0
2549.6940177846072,9,5,6,342.7509745135875,5.641228170437436,0.9134859488897322,193,1,1,5,5411,0.44252642242440865,0
558.3087396047582,13,3,8,121.52690916665085,2.472280959344303,0.8786516291064241,1105,0,0,8,5812,0.08505303701659818,0
456.3298106676479,19,1,4,4.148555644902892,13.344823563512861,0.7884028367846795,827,0,4,7,5722,0.5433657162083603,0
238.63091921357386,21,0,7,47.94514271465967,6.099829903337525,0.9648593411554701,1308,0,5,10,5411,0.16925153694560344,0
565.3720030957477,12,0,7,391.4817403784947,11.126092155250394,0.838589991758072,617,1,0,12,5812,0.2230053923586108,0
38.31848094903786,20,6,7,110.26488496353099,6.682997152397435,0.9238396917091797,448,1,3,13,5722,0.32100559878176244,0
79.62152266050607,7,1,9,128.35542383692635,1.1125059715915617,0.970701695367767,1465,0,2,9,5499,0.3034280401481734,0
448.93697884327656,8,4,9,41.25767094351867,3.268955216353981,0.8845606951141327,1290,0,3,8,5499,0.1341508584543544,0
88.13148994459236,16,5,3,294.81108841546535,12.99132157366955,0.7399278710058175,1254,0,4,11,5499,0.08171551211139981,0
104.76596088532116,20,1,1,171.64649345895194,3.5555201000927243,0.9215779020784469,1637,0,0,7,5411,0.11951446825368628,0
118.55408648943295,11,3,5,179.5693134217865,1.1983429060055848,0.9486573326615664,356,0,2,9,5722,0.22137989852896764,0
409.6114335852022,19,4,9,37.97764547811443,9.717603121851997,0.6307613118598655,239,0,4,5,5499,0.18836177959993214,0
118.82676422898884,17,3,1,281.6534353360687,4.396005632746606,0.9226060550436724,1330,1,3,9,4111,0.11531599554359857,0
507.71516911442666,21,6,4,132.6486394870187,2.0430117283047315,0.890725066614976,1566,0,1,10,4111,0.1405613152835512,0
430.850873281021,6,1,4,139.91705683715378,3.4726597923989693,0.8254772680106213,1346,0,3,14,4111,0.12449299733970291,0
1145.5710948011363,14,5,2,192.68990697039368,0.6789984099158486,0.8415305654502638,254,0,1,8,5499,0.18556780575188223,0
631.7200109036136,19,1,5,267.5303802908788,16.260566418879666,0.8010544572157663,805,0,4,11,5722,0.2832568391008675,0
395.03064225541846,19,1,3,366.4300100939395,18.950739819778512,0.9382964514022815,1098,0,1,11,4111,0.10560220284959834,0
199.71087068160475,13,6,7,19.800661441517924,7.550991189045222,0.7341947121480273,573,0,2,9,5812,0.43725290534306693,0
132.1799646473558,8,4,3,98.94214547689265,9.532169660502129,0.8895473257805958,502,0,1,9,5722,0.024506281703376615,0
746.4226403092703,12,0,5,68.64293976477944,6.637394829676117,0.8177971759826732,1383,1,1,7,5499,0.06701152183841429,0
142.59159574944593,7,5,6,227.553434388707,3.518342198390606,0.9449809436864344,1467,1,2,7,5499,0.04421052601100895,0
105.97073027504501,18,6,5,110.07806358575428,2.141254062880399,0.7563123096440334,30,0,3,6,5499,0.2909777139992551,0
148.27720692490084,13,5,7,203.5396920119026,2.7223726311988146,0.923836855589853,531,0,3,13,5411,0.11326770615111764,0
268.05882955731164,16,0,10,74.23570636338854,3.6140316033256576,0.928473503298126,1107,0,1,2,4111,0.2336595988628523,0
118.17846936897531,20,6,6,2663.5272073200385,5.310526035695759,0.7968801806417871,538,1,0,9,4111,0.2711102245228809,0
285.3525113507853,10,0,7,166.70178303905465,3.6672306260023433,0.8287568429377747,1184,0,0,13,4111,0.06414188085344168,0
821.6924250932345,6,5,3,1202.4229892219178,3.499292154876157,0.8226459736250443,1398,1,1,10,5499,0.09539101579261378,0
88.61302344161707,10,0,7,28.524350651572718,4.883516544401522,0.8641889719680718,39,0,3,17,4111,0.018652534683614472,0
161.98312717832877,15,3,4,208.1202492428516,12.024659768726536,0.9037746618775119,806,0,1,13,5722,0.40056393200269275,0
619.9016671658458,6,6,5,418.96986826539245,4.58523287033798,0.8821141634284773,330,1,0,4,5812,0.09680810484115045,0
494.4267251819927,8,6,7,206.8934381337363,5.366861964835007,0.6557715185747525,1053,1,3,5,5411,0.34505683833814665,0
135.811150186828,9,4,3,66.03630132336659,1.7472383629087105,0.6694774633123094,1715,0,2,6,4111,0.32543371862585446,0
66.82935269709415,10,0,4,54.497773063431445,4.980505959821613,0.9406490809845967,1796,0,1,16,5722,0.4488751368965305,0
175.20425046807375,19,6,10,277.260639871712,2.629613817853243,0.931196710884056,59,0,0,8,5722,0.4203162840651786,0
275.66841995620814,20,3,4,107.8364116751766,2.5933141155333805,0.6497903078776988,273,0,1,9,5722,0.13246001978727096,0
5433.226265518981,8,5,4,410.9611106755053,1.0913501011010438,0.8152241731909883,1015,0,2,14,5812,0.22092903708679784,0
914.6415339905982,15,6,4,266.03311632041897,12.525995247806417,0.6693340775255798,1564,0,7,8,5812,0.3781204869288201,0
21.52102904585662,14,5,8,259.2382289192049,4.6789230183329416,0.7923848981265489,603,1,2,9,5722,0.24210751986516357,0
198.4272363030501,15,1,4,102.06813683471474,1.5387587870630322,0.676044350698214,657,0,3,5,4111,0.3606589722669232,0
608.7453556341925,21,0,1,66.48993409325591,6.553465158775438,0.9148880403015842,1679,0,3,7,5812,0.2022783308247842,0
454.03091614062333,1,1,10,58.51310727571265,48.21295285286749,0.4052376273575055,52,4,7,22,6211,0.3866253515668716,1
380.31980567054046,18,5,8,347.59610867445116,2.923774759668662,0.7894581700822025,293,0,3,11,5499,0.2656204978038533,0
221.57534861606717,17,5,6,99.2616460365374,3.747175662424887,0.8303576236264909,703,0,1,7,5722,0.19667146658123477,0
57.271745044469064,21,2,5,251.15807528143196,2.5416409874814634,0.7836314722804969,1351,0,0,6,4111,0.19153293193613774,0
220.02626872072588,15,5,1,50.90821773760309,4.573245124208253,0.8098528202797708,957,0,0,15,5812,0.2138725465247816,0
172.6851892672694,18,2,7,58.55309532652299,2.650999860621502,0.9535581470972406,112,0,2,7,5411,0.28042174372338874,0
369.0032314751996,7,2,3,139.03806901089192,2.7899272447217394,0.6981074507203843,1542,1,5,7,4111,0.1936804659495181,0
142.95742034302376,10,3,4,58.53403663478745,9.4175276778377,0.5864688854980953,447,1,3,4,5499,0.2652159823741848,0
618.8655129153509,20,0,4,379.0307149932489,2.3144464325926357,0.6715823751808929,207,1,2,5,4111,0.31621363537494696,0
143.16937126320093,15,6,4,427.5605063688366,0.8799682773146922,0.8584437032100144,52,0,1,8,5722,0.34384431115100256,0
97.12823568020816,19,0,8,60.007633606310456,1.563243350155045,0.9479705926414498,629,0,3,5,5812,0.2548388800496279,0
