voucher_age_days,initial_amount,remaining_amount,beneficiary_count,prior_redemption_rate,merchant_availability_score,redemption_rate
29,2000,333.3198469843244,1,0.7951972575218184,0.5950818254813831,0.5232048515520223
10,2000,1471.5111230916707,0,0.8081354785020678,0.4674686968337804,0.6087412493688431
22,1500,1935.2343484156413,1,0.918238019950512,0.742659939235929,0.7087595254346595
16,1500,1451.4223198561017,1,0.8006250375341695,0.6360091454964055,0.4849365387810183
20,500,634.2604349593206,0,0.5110267645691118,0.5970863350213762,0.7337106018301414
25,500,303.67996380649953,0,0.8964974790064711,0.6112162222316577,0.6473158617393453
24,1000,1656.7085599970005,2,0.7479066183730539,0.795102725222211,0.5483161014193279
15,500,961.0113039184203,0,0.961647242724298,0.6286505865305185,0.8738599808312368
16,1000,1.4841727901941937,1,0.871047793408217,0.6510244652753338,0.5554302483333393
9,1500,1190.5393987325726,0,0.7122834167261467,0.7845991856678967,0.760986597661256
2,2000,703.3143491432372,0,0.600835454387404,0.5146841045099221,0.7955565086009867
22,1000,367.70408071586826,3,0.7641292092740919,0.5545602521650612,0.37482885208312733
7,1000,648.659634321286,0,0.8806718253561321,0.6080469173189855,0.8395175509824901
27,500,995.6006014862542,0,0.7791431712031369,0.622994088761366,0.4704905554567972
0,2000,267.85651321189954,2,0.9212436818886909,0.7133118051718299,0.902599262525366
16,1500,945.6318342377683,0,0.8200422889065443,0.4034737678794355,0.6490328297132718
11,1500,865.1928722130868,2,0.7367118480761912,0.9238595857375282,0.7289876182489173
26,1500,1452.5861010490933,2,0.7822000569365283,0.7973651553979242,0.44262863596407276
18,2000,330.4344634772489,1,0.9275189643237275,0.812389988356345,0.7195343484389511
28,2000,695.8302326107732,3,0.6969559223347557,0.49312452868383555,0.3093811324225989
9,500,1463.1429715353818,2,0.7332598116940591,0.47533846809720354,0.601900829983041
18,1500,1634.5637932120737,1,0.9231433725768934,0.7364006669649552,0.7921787147645274
22,2000,1841.381633947937,2,0.5583230437527226,0.8668954362596484,0.45747903453603794
0,1500,1994.5996317310912,3,0.9579250610668767,0.7088548450355399,0.8790046203815315
25,1500,1011.3728302070881,2,0.7806560880103101,0.663588426777539,0.5599770489621796
6,1500,1801.48407175701,0,0.8582211904228304,0.6312213316694766,0.9000323572351737
0,500,991.0180053202884,4,0.7366243685348752,0.7324867255004196,0.9255457404586795
8,1500,1292.2212948373347,1,0.7061307329686511,0.8142606598489757,0.8024637451340821
24,1000,1438.4766266218467,0,0.9699083217851595,0.8038793670167211,0.7920185666340545
16,1500,795.7718847572828,1,0.9206443615852836,0.6602861367639692,0.7069997424586295
27,500,1247.9801643239957,1,0.9218252661184114,0.7617040927548747,0.46662943311849003
6,1500,1774.0397591143278,2,0.6787537782583353,0.4148607873792415,0.6340612342369389
28,500,1090.5129327178918,3,0.7112097583326176,0.841639220344529,0.4245033485076879
23,1000,1753.457104667009,3,0.872024686422781,0.5770801911857466,0.5483524949332014
24,2000,1728.446593436911,2,0.8149192605172957,0.7517354266228494,0.4041097168687888
5,1500,1207.6472391209636,0,0.7268555947011925,0.7527827032055197,0.7912899481043756
27,1000,656.9334740041215,2,0.6828686354593456,0.899467790538871,0.7268036967490206
17,1000,1491.2571317099046,2,0.9470096056891733,0.9254022403175233,0.6970940280367289
29,1500,1122.8640832681644,0,0.8108979688628765,0.8318935485750213,0.5102735519661817
15,1500,476.6255439430522,2,0.712114978074743,0.7587263250854736,0.8808375915998146
3,1000,1253.9147422625233,1,0.9053701730166707,0.656207046724184,0.7495459017452104
23,2000,715.117711788985,1,0.8745958156094598,0.7249431959060945,0.6174369625694945
28,500,1294.9428113342808,3,0.7372043320182025,0.8040581973976805,0.5678856733397488
21,1000,1653.6858066044588,2,0.8038353412781113,0.41200989337037797,0.46993941315330845
25,1000,1496.1013735465556,0,0.7606696180939309,0.8972315516292743,0.5338249508553151
19,2000,989.3384510377716,0,0.7410849399104698,0.9267955679092319,0.7866886788077279
27,500,1681.1234992703098,0,0.8550941486334652,0.4443187169305243,0.5570808119153288
14,500,441.8612247833282,2,0.8299450980127017,0.7837375136992065,0.7052706662863837
18,1000,991.4399770147332,0,0.5318231239743568,0.6874523578841579,0.5240600276882894
23,500,1647.5164812979465,2,0.8134914316446964,0.7597206856017138,0.6236706894065703
23,1000,1930.2493231581525,0,0.9535488097378293,0.726618792013685,0.8180281530841477
20,2000,1718.8743349600445,2,0.8078841135522926,0.5283030368705058,0.5005773926353962
9,1000,526.5754552824619,3,0.7520905324183851,0.7531608310879154,0.6277777461525593
9,1500,608.6510226263533,0,0.7251486042733232,0.8201725579820816,0.7148407103107945
9,2000,1001.9510466588657,0,0.8215947105534969,0.907523810226528,0.7530836891017579
27,2000,1940.5976288599416,1,0.9646181425933441,0.6761131603634962,0.4877596438901476
25,500,506.86450759423775,1,0.7467564009652276,0.7516262580181445,0.39689099134231265
28,500,1098.052528596155,1,0.7317885465994403,0.6395319986540731,0.3633900808079194
23,1500,393.5901412914029,0,0.3593818622194492,0.5597988417849947,0.5285292776333192
10,1500,1499.1006159493575,1,0.935210650851421,0.6819420597624418,0.7844067390884115
18,2000,425.6971662317488,1,0.7958443091814544,0.29853480411827726,0.5535203631416873
7,1500,674.3656372135498,1,0.9142484572229852,0.8680963349005614,0.7209876595276477
25,1000,1304.1416687054184,1,0.9329602768426158,0.8638100207992269,0.7240460426406984
14,1000,585.5652152292859,1,0.7129698936898776,0.658229411183878,0.6427192124444612
4,1000,1968.349231200525,2,0.481232070985696,0.562369700989481,0.695987635219212
5,1000,1517.232869992144,1,0.910886243668484,0.6922583876046358,0.8840005937991474
23,1500,1567.2665495393098,1,0.7481779289013243,0.5506653305703477,0.5673334122658432
11,500,717.4113961849366,1,0.7048122225931062,0.8901893538820197,0.6768571171480094
12,1000,1241.313990159568,1,0.8968247125541863,0.6004594305109777,0.5710889224725774
28,1500,577.2613785280007,0,0.6936722766387503,0.8865312075412761,0.5104549541816169
9,500,179.56031805655238,0,0.573465573113347,0.6530985759609141,0.5313531203037443
7,500,136.8333274175535,1,0.8243403668454893,0.7964674076226473,0.7719836030476307
6,500,963.2822976051414,1,0.8444863006705433,0.7480273305139782,0.7532421987351713
2,500,1636.9971696652544,1,0.8983181670066646,0.7091832377213204,0.9241166708921554
7,1000,626.3889436002607,1,0.8249227641046016,0.5971633149324187,0.8342216885331544
7,2000,1276.7769502988888,0,0.783812204755346,0.7113255326522061,0.7728444577303447
6,500,1930.7825108031843,1,0.6718150239180021,0.623275785676818,0.7448502087108151
27,1000,985.884828382144,0,0.804602980592953,0.7478925844902874,0.6513397756574095
27,2000,345.4780475359451,1,0.9328674804373174,0.6254843372880905,0.5918760406283793
15,500,116.57647101184266,1,0.805052663385336,0.5743349275065731,0.49400313984248645
22,1500,334.9199613124225,0,0.6587571053132256,0.5692664348871245,0.6578918164231051
29,2000,1134.3397768166717,0,0.8653005434264321,0.7098185395015074,0.5246116264357068
19,1500,1651.8009261396405,1,0.7462603305169048,0.5615802196007266,0.6172492293898425
6,2000,645.3406278113156,1,0.9688357858556684,0.706214326653914,0.7023768508307809
16,1500,1927.2405036209311,3,0.6647809155639627,0.5790712976046661,0.647558515939587
14,2000,1182.087105072879,0,0.7960134091551434,0.362138584373786,0.6074258120455012
28,1000,323.98048092724616,0,0.6365339541840028,0.5571117571265943,0.42771696625322175
23,2000,55.1241641079605,2,0.8353967112989519,0.87942429749151,0.6427068231469697
20,1500,538.4907265592647,1,0.6118563888062215,0.8011477068437703,0.6664041579925676
9,2000,1343.983045995567,2,0.9438484443189271,0.883471360039307,1.0
19,1500,1315.6574556187854,0,0.8044418528698735,0.6315025962971096,0.6059049692505276
13,1000,644.683789415945,1,0.7560792113052105,0.7076833902741668,0.6631783016367065
5,1000,949.0174144716855,1,0.7665393019585247,0.5690876847575672,0.8519694084721903
10,1500,979.3556974476907,1,0.91754108401318,0.6816753477036858,0.7964705536771649
7,500,1220.9432126227719,1,0.8361960744534002,0.7421481197446774,0.8429885201650149
19,1500,759.2659522015061,2,0.8507251708694643,0.7229413164544347,0.5352057731936262
21,2000,585.5209453782572,1,0.9196754008848405,0.8763507400302761,0.5637738674870643
21,500,1087.2043443474731,2,0.7908284519906403,0.7184356907703092,0.3779962366890731
23,2000,1546.0264637029063,1,0.9403236067855727,0.5615555386391907,0.6994904792844011
14,1000,1502.4016605751817,0,0.6129996933148396,0.883606073624584,0.45490869637631914
1,1000,1484.0604318750102,0,0.8546235650195589,0.600580536172043,0.8204125121419938
16,2000,1881.269104662712,3,0.9164259955962288,0.9014771986208587,0.6873585264437782
18,500,177.67477975756464,0,0.7972837613024758,0.7899377121881037,0.6476447009607085
11,500,1619.2999896337342,1,0.6670237178302811,0.719105790267671,0.8641251934061417
27,500,1853.6612929053222,2,0.5842273434341005,0.7504306796418363,0.4715084867752644
1,500,1389.2803236683094,1,0.7979330007596427,0.6102519753513514,0.7319597385063155
11,500,336.19170771528206,0,0.9287233773349587,0.826692115513116,0.7301770308108085
9,1500,361.21294163723803,3,0.6942266973403696,0.47523474211072586,0.6057195687792526
12,500,145.41007052232226,0,0.7984867916081245,0.8157503969786163,0.7329971700070641
28,1000,1800.9467714172733,1,0.8650251201629247,0.6673830373939412,0.6244663927278749
18,1500,192.0115497310786,2,0.804270940548382,0.6621715548567972,0.8337862017460962
26,2000,290.58283288051933,0,0.730635377977335,0.8120756247138505,0.49543208631145647
13,500,37.27824981654892,0,0.8138901920778632,0.6258823631565227,0.7351569846900714
19,2000,444.2848109751034,1,0.7314205970901654,0.6503311024281624,0.590083175644133
25,2000,1146.1243301705579,0,0.7874401007921155,0.7895732714544108,0.7312398383200078
22,1500,1523.6158463222741,2,0.8639808090141411,0.52494555846934,0.5516766573723102
19,500,210.38796404094762,2,0.93574440550554,0.6629314442755709,0.609513373860387
27,500,1126.710138572436,4,0.9557545224408808,0.5440774187031993,0.5472273911783969
14,500,1852.7928411317857,2,0.8135196078279822,0.9374157617366273,0.9734600907288737
22,1500,489.75402821517287,1,0.91590369476698,0.6352297354396041,0.8101533721097929
17,2000,646.1372744522797,0,0.6832485340959996,0.8144924995622159,0.7098927146094861
25,2000,1491.5457531844993,1,0.847258024723021,0.7407327426506068,0.6232680296317213
17,1000,1365.234380406576,2,0.8388548945334304,0.8318448536917086,0.7342275148386294
7,500,89.9882924513824,1,0.7280276204291446,0.8401101455357821,0.5885467606179324
20,2000,1161.8398687535653,3,0.7794451757681841,0.8082979459708091,0.6542477092189024
16,2000,632.2941626993219,2,0.6209644266476638,0.74553969510036,0.5266335824405617
10,1000,1908.8317596490033,1,0.7619564448549213,0.683308966248721,0.6554618596016479
2,500,737.0820781846104,0,0.575973949860299,0.7655419996633646,0.6931910975409842
17,1000,887.8650426069734,2,0.870987421249213,0.6174976506743849,0.6841609722497386
26,500,1839.0919451520817,2,0.8764111659350751,0.6816306462118027,0.4218280144791019
28,500,1017.017613409976,0,0.6778804677656388,0.8434118321927367,0.501530121799335
17,500,764.5374084723903,0,0.8670689702243521,0.7520521672433846,0.6148589207375094
4,500,1203.3092553846168,1,0.8331911913956582,0.6304783441183692,0.772104180473154
26,1500,1781.0217824569932,0,0.7574537637426421,0.8226437114698985,0.58605473784689
2,1000,1825.8713255439698,2,0.7954615680319459,0.6077957885966578,0.8092600516377264
11,1500,609.6703351814352,2,0.5468934751574874,0.8970709922840234,0.6559022844976455
18,1000,1676.4040742743398,0,0.9890814831761854,0.8372114136019901,0.7649216941352244
27,1000,1783.7825838257718,1,0.9907497410774191,0.7523712802805087,0.6557429378276148
2,500,1358.4683089245761,6,0.8091045502313653,0.5069757783548259,0.9364109460157447
27,500,1042.742610195862,1,0.7084701503846503,0.846316388424639,0.46745583781307926
5,1000,957.2162523166105,0,0.8007020695723741,0.7394414867532911,0.7652285895126174
11,1000,1765.4874552974932,2,0.9122852722207436,0.7977713996843703,0.7277062385857368
19,2000,581.4092309009682,1,0.8833784021875539,0.7459443577078502,0.5688374229104659
15,1500,1333.2008069970834,1,0.7635699110836921,0.8204287928249586,0.7516400184172911
22,500,606.3004263143696,2,0.9580452252429454,0.7661948998171005,0.7044883105401868
23,500,295.3443095554957,1,0.9325324511689643,0.5438813642514048,0.4837557224917681
21,1500,1126.361346793023,0,0.6973386226595237,0.6794889865563302,0.5201899396836259
6,1000,218.28756687754702,2,0.6990892287708481,0.470125855652892,0.6736395384663365
21,2000,1797.9745059193283,0,0.7618593403886555,0.5342523288676558,0.557724517621418
12,1000,1866.122228812241,2,0.8622168703643938,0.5397938350504184,0.842242348582275
18,1500,816.2335119093113,2,0.8200129483989763,0.8441535740752262,0.8554112968002809
14,1000,1511.7393304679147,2,0.9621120851092635,0.3601166460459316,0.4673267226623009
14,2000,1253.8841154935312,2,0.7722183655705479,0.5076133100756027,0.7104363919616901
24,1000,65.95750819988955,1,0.8720197544005175,0.4864152320460719,0.5018001206960524
15,500,1428.7964639072177,1,0.5222691239708619,0.7330534978609716,0.44829401133774993
29,1500,459.5057277023584,1,0.9304500851183966,0.6075746521572709,0.45512145119824166
7,500,260.74974408204076,0,0.7221350784394792,0.7799212988755501,0.7416773259229609
26,1000,1169.2375053953822,0,0.5793964198413938,0.8275951633812846,0.6326424922235045
17,1000,172.38939864688652,0,0.9527181931809129,0.7312370473849499,0.6515964000691363
2,1000,1123.20763263661,0,0.9497935060178994,0.7205146111470814,0.8263536365910537
12,1000,132.88564173957985,2,0.6811785342677018,0.9069524496533433,0.5816625666950225
7,2000,1411.2287605895174,2,0.7699363175399457,0.30125246731973937,0.8671261578903167
9,2000,1214.05199973334,1,0.6749262962381626,0.8882318609571652,0.7490460149474585
6,1500,494.0951637809303,2,0.6690440636728637,0.6932155487858433,0.764030201998196
28,500,528.0875124904671,4,0.5263515031712676,0.7125082647785025,0.5820903630264869
4,500,976.2704817359052,1,0.8556435116822506,0.8972844185618797,0.9662261063807692
11,1500,262.2687098189851,0,0.8635447278508616,0.6966186682450956,0.7651804694973094
13,500,1625.3907833355124,0,0.8013608411169355,0.9606617685009158,0.859771011279721
21,500,1219.548314577183,2,0.7481362628697296,0.4644735620840392,0.7157174280022846
29,2000,478.53117982788285,2,0.8767678969831466,0.8252669765947902,0.4875936797557505
4,500,476.1484119760038,2,0.7573198313715951,0.7124777810288917,0.6311469506523062
5,1000,582.422271659413,1,0.8186072906733336,0.6096655773007453,0.8232960402260568
27,1000,85.12467662656763,3,0.7308053503517888,0.7246390995731645,0.6686273404557983
26,2000,163.0077002717647,0,0.8209857343027339,0.8498634396548221,0.45827474235899573
4,1000,651.8365423576942,1,0.8772601349033768,0.5348552729216526,0.9039335455054709
1,1000,1122.053276400249,4,0.7699682118342461,0.7794451535690488,0.8958605945072226
3,2000,213.71510037967468,3,0.8375264988104251,0.8394611204224165,0.8452868337588221
7,2000,1723.6354019247508,1,0.6020802327650973,0.7755930229073466,0.7783621004429068
16,500,695.2712592500939,0,0.46458679341791453,0.6536109344655314,0.46223129526996665
21,500,399.04930955994166,1,0.6712022551986694,0.64347544509374,0.4267661978392806
11,2000,1835.8715471167989,1,0.8729948284404758,0.9086511828977775,1.0
15,500,394.6964891465161,0,0.6832394990672973,0.6772870717214863,0.5580720418433189
28,1500,1179.159849993824,2,0.863912099914496,0.6907654315646732,0.398776862382889
0,500,568.5271958817361,2,0.9439445349667943,0.6319159906998048,1.0
22,500,1775.2631642047274,0,0.67474881742221,0.6748958972362059,0.5265098415096273
21,2000,1353.272359278737,1,0.9763342056153725,0.3786827227113557,0.534365832729775
26,1000,1362.5705957486616,2,0.8009757283887299,0.6247594069582314,0.3968755169652576
28,500,1613.6659071361867,0,0.6651415765248344,0.587947034661171,0.31161406701303596
24,500,1440.6105915128846,2,0.8701943830871908,0.8225764120837018,0.7679766940456048
11,1000,46.59823953240361,0,0.6484051676674134,0.7252788677914024,0.6378728327404766
28,500,366.852564351964,1,0.9632236679131061,0.6387700846590778,0.6332072563556234
10,500,163.4312983652606,1,0.7089939416257701,0.7378759392804629,0.8336575308631097
29,2000,503.3236498283773,0,0.5199650278431172,0.3809406745698339,0.27613049864133143
14,1000,651.6549312843325,1,0.8239238080427402,0.7496674213596515,0.5470284658396709
16,500,1335.8505252987102,0,0.8639399908798592,0.8900418830381641,0.7134372671079975
1,500,566.8867726906259,2,0.8923890506262318,0.8187528621564881,0.8632793859974716
9,2000,743.4012163434278,2,0.8714226490679009,0.8708384487157438,0.6743912245741865
9,2000,1390.2503754653937,0,0.4920039435315736,0.7700518569785446,0.6082909939996317
2,1000,293.1431669733315,0,0.7418162112442703,0.5765003861643723,0.7398951214665342
4,500,171.7023501426791,2,0.4366805017149449,0.8710727607351627,0.7238735726061852
4,2000,1190.6258046831401,2,0.8449043193425056,0.7545398458702589,0.864947756728061
16,1500,1815.7291222755114,1,0.8915928348950064,0.727072437428348,0.7389150212669164
8,1500,1178.074997523056,1,0.7370847325039233,0.7046030686123134,0.6298815196536739
2,1000,1981.7836849699622,2,0.9255557826635223,0.6483639755116787,0.9601824407696682
24,500,1958.7775815123732,0,0.8167748990183521,0.7261709561318705,0.766405094922464
9,1000,221.40059480633866,1,0.6652696389367038,0.8656754703580802,0.7490548882852854
23,1500,1944.6823531203001,1,0.946185081765795,0.6033354503365416,0.5777295974715083
21,500,1367.2436084974559,0,0.9586280073570705,0.6492161929377043,0.8270807296471225
12,1000,502.59960083223666,2,0.7439288215045032,0.6827825871987532,0.6557800132086851
4,2000,1498.5897592463652,0,0.8543864470042519,0.6654958999692836,0.7473926298136924
28,1500,1097.8594784028487,1,0.813072637296281,0.904532707908915,0.5632208127983139
13,1500,1857.7124629769642,1,0.7961667302160007,0.8564532886500682,0.7915263268154742
3,500,351.417704008234,2,0.8566881780426484,0.5160617592863865,0.8695858307182195
26,500,585.4383656502569,3,0.9211527220675763,0.485498599992542,0.6513352838222711
18,2000,596.5439969719716,0,0.7930614096914447,0.7349895403684047,0.6179889517064858
27,1000,219.52410031813474,2,0.8038424180868574,0.6437574917997606,0.4861999223064022
21,1500,1073.6218366722017,1,0.8968515995670102,0.6945206604880708,0.507497264961
23,2000,1832.1211495739426,1,0.8910875880878177,0.7188289581689536,0.7426884891311724
29,1500,1912.6674886034884,2,0.8606258065207638,0.6381240578441,0.6228407295421363
27,2000,1079.5376828762526,1,0.828075024951255,0.48819571514182925,0.5470392059092231
9,1000,1523.1958439728855,2,0.8991253015970125,0.8894403716502486,0.7744290292240718
2,1000,15.30077688423237,0,0.8196515519913984,0.5366568769015051,0.913180538782302
21,1500,1743.7169085736846,3,0.946576476196445,0.6164536060705851,0.6983074353939888
8,500,131.5223088443138,2,0.7036995919529501,0.7766006080191821,0.8994888307349829
0,2000,262.9600574093751,0,0.7985405082954716,0.596660037824659,0.7644510975455776
8,1500,1984.334569823453,0,0.7292396220391538,0.6483077845278672,0.6929018466577092
25,1000,1004.2350891815994,0,0.6719122421896847,0.7242054290509989,0.701063934215519
27,2000,1999.4027912086813,0,0.9673575179324158,0.6384722701942576,0.6072979294834494
12,1000,1805.9045657921884,1,0.8050734673738765,0.7768568439962671,0.5177343428970309
13,1000,1568.6575848474442,1,0.8598429760174527,0.8421900025651884,0.7578519997050552
20,1000,1366.368440045171,3,0.6653678565883774,0.7105770626649764,0.6223955864518487
0,2000,1253.5845936995263,0,0.9106096853206547,0.5968485899617122,0.825076793291084
26,1000,1170.7373180265301,2,0.7058631607327013,0.6835766865960565,0.5934672131651548
18,500,693.8760279039482,1,0.6492197481233618,0.693930965353504,0.525989044963477
5,1000,312.4912612870652,2,0.7096739012406124,0.6654237801980596,0.673873944029885
26,500,1961.8826414972193,0,0.8665636135803857,0.6673952291682925,0.47109685950694913
17,1500,878.4938800949822,0,0.6525743725962966,0.6349821024661231,0.6978048806210155
26,500,322.2243406370471,0,0.8091462629709671,0.814728172854135,0.4546615082768042
27,2000,960.2575238306366,1,0.7510377689039203,0.6143424054499931,0.5464295569541053
18,2000,1805.699888576676,0,0.6507573609678065,0.7320239053829044,0.5682260303049471
1,1500,242.7949183338638,0,0.9297061754762729,0.6469281302823281,0.826100906593842
20,1500,1392.6471413382874,2,0.7781662922963447,0.6981800321458573,0.6294756225363356
18,1000,444.4446852128905,1,0.838004364762748,0.9418241016708867,0.7849596747823265
14,2000,1604.430608104762,2,0.7674227801156198,0.5619728028724325,0.7191355277550444
3,500,547.8978628409972,1,0.7936772375170247,0.7042389942630352,0.9207409183559125
7,2000,436.91643667297564,1,0.9755006348845168,0.8580648044918341,0.8965374563623242
0,2000,166.0631435815043,1,0.8867277007254342,0.8162919807026079,0.8393240287750694
18,2000,1201.3793594258475,0,0.5602636848660334,0.706058437894098,0.5986497033806674
13,500,168.46681522928742,0,0.9424900869910211,0.6116853837714759,0.708839131181789
16,1000,321.86393434712943,0,0.8855488430885321,0.6989734740904041,0.7024089509816709
10,1000,572.2562559905305,1,0.6779535890403117,0.6641670910555496,0.4099429875575664
8,1500,1158.9220991932334,0,0.5455078480240919,0.7575320305750748,0.6683381145525029
24,2000,511.61405626917843,0,0.7741780799749248,0.8155194069552404,0.5508186595369804
12,2000,1243.1308065148162,0,0.6814743389257041,0.871069402820111,0.7150620640130418
27,2000,8.73335884238502,1,0.8099908736144338,0.7830078010586354,0.564055838229238
22,1500,1528.8302176262587,0,0.6187101729023112,0.8266038370093454,0.7487543441641482
27,500,1179.0149276955096,0,0.6114670195517201,0.7570228584661953,0.5207469249572708
24,2000,1916.3396943002301,0,0.6641415939547836,0.6658660755491124,0.616063014026303
23,2000,29.633945496547966,1,0.8694837983102067,0.9037465550564983,0.5871096566093829
21,2000,657.0288655171868,1,0.7879608139327263,0.516357392736997,0.41102056262018316
2,1000,1347.67473388209,1,0.674609339513179,0.9072109828768037,0.8565773626108558
27,1500,105.00715806463657,3,0.5835989363507815,0.8353999819052806,0.5338011132575612
9,2000,868.8293740442374,2,0.8350525057964354,0.7779983666458096,0.7620009744397384
18,1000,1299.6251277389786,3,0.7692818357162475,0.9146316933463231,0.6746626119413174
19,2000,1525.5285186079732,0,0.9386136335745924,0.6020965261982587,0.4401764815632694
18,1500,358.05075135834466,1,0.795723364172803,0.4550533568103658,0.5690315533213796
5,2000,1449.1564155999245,0,0.6278438954439267,0.8043490123989567,0.8253269339654603
14,1500,912.7774029145435,4,0.7939591412948136,0.8196480829758095,0.7523909215500801
23,500,843.619890364925,0,0.9119217445027625,0.6091857018910856,0.6461488259377056
8,1000,1395.0735606132196,2,0.9545425822817452,0.8194529230547808,0.7108308695106316
8,1500,451.27198966395054,0,0.9290366916843322,0.9048259648860324,1.0
25,500,148.4618765814696,2,0.8731485190328091,0.8151889977537282,0.593167188593142
17,1000,822.8226162282091,0,0.8397462927069829,0.7225318091858324,0.8226819903853186
26,1500,668.5872134893114,0,0.8391420552734618,0.3270937635884032,0.5071870077443708
12,1000,118.25403106569942,1,0.6714449223256489,0.4342377104188327,0.3635779388208085
4,2000,1718.8684596994917,1,0.8388734568055759,0.678778639907807,0.8027983459038308
9,1500,1979.4587099822188,0,0.9243737319076569,0.6806473669203931,0.6139753553491404
14,500,1163.9716411086597,2,0.7501656292048762,0.5216060455435009,0.7733052229419937
21,2000,1522.615597961424,2,0.8539212011065229,0.5927518373478292,0.5767992796805369
17,2000,1953.835270358211,1,0.923028495266295,0.7004600449538234,0.6452059439966158
12,1500,664.9570239919227,0,0.7688803373946508,0.6186803733145542,0.860585434551941
25,2000,269.4571060363753,3,0.8813068883574539,0.8173427278050045,0.6388430347396973
19,1500,564.9121220175581,0,0.7880748548624014,0.5906762334615779,0.6579140423103035
